ID;Ano Nascimento;Escolaridade;Estado Civil;Salario Anual;Filhos em Casa;Adolescentes em Casa;Data Cadastro;Dias Desde Ultima Compra;Gasto com Eletronicos;Gasto com Brinquedos;Gasto com Moveis;Gasto com Utilidades;Gasto com Alimentos;Gasto com Vestuario;Numero de Compras com Desconto;Numero de Compras na Web;Numero de Compras via Catalogo;Numero de Compras na Loja;Numero Visitas WebSite Mes;Compra na Campanha 1;Compra na Campanha 2;Compra na Campanha 3;Compra na Campanha 4;Compra na Campanha 5;Comprou;Pais
6211;1976;Doutorado;Casado;37395;1;0;05/02/2018;47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;Estados Unidos
7007;1968;Mestrado;Solteiro;29543;2;0;04/01/2018;47;17;3;18;3;4;18;2;3;1;2;7;0;0;0;0;0;0;Estados Unidos
9671;1968;Curso Superior;Solteiro;19514;1;1;1/03/2021;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;1;Estados Unidos
8975;1968;Curso Superior;Solteiro;19514;1;1;1/03/2021;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;0;Estados Unidos
6616;1975;Curso Superior;Casado;59481;0;1;10/04/2023;47;178;3;85;71;66;58;2;3;3;8;2;0;0;0;0;0;0;Estados Unidos
6248;1947;Mestrado;Solteiro;91712;0;0;10/02/2023;47;1276;24;746;94;29;48;0;9;7;11;3;0;0;1;0;0;1;Estados Unidos
7428;1975;Curso Superior;Casado;80144;0;0;9/02/2023;47;240;132;445;250;192;108;1;3;7;8;1;0;0;0;0;0;0;Brasil
3075;1972;Doutorado;Solteiro;59973;0;0;09/11/2020;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;Estados Unidos
2937;1974;Doutorado;Solteiro;68352;0;1;08/01/2023;47;614;16;132;43;33;33;3;8;5;9;6;0;0;0;0;0;0;Chile
203;1975;Mestrado;Solteiro;81169;0;0;4/02/2023;47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;0;Estados Unidos
2021;1975;Curso Superior;Solteiro;61456;0;1;3/03/2023;47;563;76;384;84;192;89;4;6;10;13;4;0;0;0;0;0;0;Estados Unidos
880;1966;Primeiro Grau;Casado;22634;0;0;01/01/2023;47;2;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;0;Estados Unidos
524;1966;Primeiro Grau;Casado;22634;0;0;01/01/2023;47;2;23;11;8;6;46;1;2;1;2;8;0;0;0;0;0;0;Brasil
10837;1975;Curso Superior;Solteiro;23957;1;0;10/03/2022;47;2;1;18;20;11;16;1;2;0;3;6;0;0;0;0;0;1;Chile
7011;1973;Curso Superior;Solteiro;33471;1;0;10/04/2019;47;43;2;27;0;9;12;3;3;0;4;7;0;0;0;0;0;0;Espanha
4184;1950;Doutorado;Casado;52157;0;1;06/07/2018;48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;Estados Unidos
7679;1985;Doutorado;Solteiro;30298;0;0;5/04/2021;48;6;3;12;6;1;0;1;1;1;3;3;0;0;0;0;0;0;Estados Unidos
7485;1950;Doutorado;Divorciado;56551;1;1;05/07/2018;48;67;4;32;17;2;16;3;2;1;4;4;0;0;0;0;0;0;Espanha
7530;1950;Doutorado;Divorciado;56551;1;1;05/07/2018;48;67;4;32;17;2;16;3;2;1;4;4;0;0;0;0;0;0;Estados Unidos
4369;1957;Mestrado;Casado;65487;0;0;01/10/2018;48;240;67;500;199;0;163;3;3;5;6;2;0;0;0;0;0;0;Chile
10652;1957;Mestrado;Casado;65487;0;0;01/10/2018;48;240;67;500;199;0;163;3;3;5;6;2;0;0;0;0;0;0;Chile
286;1952;Curso Superior;Solteiro;44213;1;1;11/07/2023;48;95;11;35;0;4;7;4;2;1;5;6;0;0;0;0;0;0;Estados Unidos
5922;1974;Doutorado;Solteiro;40344;0;1;10/07/2023;48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;Estados Unidos
7250;1978;Curso Superior;Casado;57867;1;0;10/01/2020;48;344;35;178;15;23;17;7;7;2;9;6;0;0;0;0;0;0;Chile
2478;1973;Curso Superior;Solteiro;25410;1;0;8/08/2023;48;2;2;4;13;13;4;1;1;0;4;4;0;0;0;0;0;0;Estados Unidos
1160;1970;Curso Superior;Solteiro;13260;1;1;8/04/2023;48;9;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;0;Estados Unidos
9214;1991;Curso Superior;Solteiro;42691;0;0;08/01/2023;48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;Estados Unidos
273;1970;Mestrado;Solteiro;36138;1;1;07/01/2023;48;130;0;16;0;0;5;5;3;1;4;7;0;1;0;0;0;0;Alemanha
851;1972;Mestrado;Solteiro;57136;1;1;07/09/2020;48;306;5;109;21;109;92;9;5;2;10;6;0;0;0;0;0;0;Chile
9729;1955;Curso Superior;Divorciado;58275;1;1;06/02/2020;48;189;10;253;56;43;64;6;8;2;7;7;0;0;0;0;0;0;Alemanha
9665;1957;Doutorado;Divorciado;54237;0;1;4/03/2023;48;267;3;30;4;0;57;4;5;2;5;6;0;0;0;0;0;0;Espanha
2620;1974;Doutorado;Solteiro;34596;1;0;4/07/2023;48;14;0;2;0;0;7;1;1;0;2;8;0;0;0;0;0;1;Espanha
8254;1974;Doutorado;Solteiro;34596;1;0;4/07/2023;48;14;0;2;0;0;7;1;1;0;2;8;0;0;0;0;0;0;Alemanha
3852;1961;Mestrado;Casado;74881;1;1;03/08/2020;48;505;72;270;36;27;54;4;9;2;12;5;0;0;0;0;0;0;Argentina
1000;1961;Mestrado;Casado;74881;1;1;03/08/2020;48;505;72;270;36;27;54;4;9;2;12;5;0;0;0;0;0;0;Estados Unidos
3099;1970;Curso Superior;Divorciado;44267;1;1;2/04/2023;48;183;5;65;3;5;49;5;5;2;4;9;0;0;0;0;0;0;Estados Unidos
6318;1988;Curso Superior;Solteiro;68487;0;0;1/07/2023;48;758;12;385;33;89;89;1;9;7;13;4;0;0;0;0;0;0;Chile
5396;1988;Curso Superior;Solteiro;68487;0;0;1/07/2023;48;758;12;385;33;89;89;1;9;7;13;4;0;0;0;0;0;0;Brasil
7966;1959;Curso Superior;Solteiro;80982;1;1;01/08/2020;48;505;137;401;104;22;22;3;11;5;11;5;0;0;0;0;0;0;Estados Unidos
454;1980;Curso Superior;Casado;69508;1;0;11/02/2022;48;824;32;162;42;32;43;2;11;4;11;6;0;0;0;0;0;0;Espanha
309;1961;Doutorado;Casado;63342;0;1;10/03/2022;48;918;21;118;13;10;21;3;8;3;5;6;0;1;0;0;0;0;Espanha
3571;1961;Doutorado;Casado;63342;0;1;10/03/2022;48;918;21;118;13;10;21;3;8;3;5;6;0;1;0;0;0;1;Estados Unidos
8395;1961;Curso Superior;Solteiro;82014;0;0;8/04/2022;48;980;37;265;35;163;31;1;3;6;12;6;0;0;0;0;0;1;Espanha
2591;1959;Curso Superior;Divorciado;76320;0;1;6/04/2021;49;526;35;214;69;53;35;2;6;3;4;2;0;0;0;0;0;0;Portugal
1640;1954;Curso Superior;Divorciado;64587;1;1;6/04/2021;49;66;0;16;0;6;20;2;1;1;4;3;0;0;0;0;0;0;Estados Unidos
810;1975;Curso Superior;Solteiro;74190;0;1;05/11/2018;49;151;81;86;168;91;64;2;4;2;11;2;0;0;0;0;0;0;Estados Unidos
9423;1979;Mestrado;Solteiro;32765;1;0;2/04/2021;49;13;3;17;7;3;3;2;2;0;4;5;0;0;0;0;0;0;Estados Unidos
4345;1964;Segundo Grau;Solteiro;76555;1;1;01/11/2018;49;5;1;9;2;0;4;1;1;0;2;7;0;0;0;0;0;0;Brasil
89;1975;Segundo Grau;Solteiro;22212;1;0;12/09/2020;49;5;9;20;6;8;21;2;2;0;4;6;0;0;0;0;0;0;Espanha
5294;1989;Curso Superior;Solteiro;18358;1;0;11/05/2022;49;6;8;19;16;4;4;3;3;0;4;7;0;0;0;0;0;0;Estados Unidos
1321;1974;Curso Superior;Solteiro;26067;1;0;11/04/2020;49;22;2;18;0;2;12;3;3;0;3;8;0;0;0;0;0;0;Chile
2686;1969;Primeiro Grau;Casado;22390;0;0;10/01/2023;49;0;1;4;15;1;5;1;1;0;2;7;0;0;0;0;0;0;Brasil
1215;1978;Curso Superior;Casado;70440;0;0;10/08/2020;49;690;117;499;76;102;88;1;5;10;7;3;0;0;0;1;0;0;Estados Unidos
9283;1978;Curso Superior;Solteiro;60199;1;2;09/11/2020;49;8;1;7;2;0;0;1;0;0;3;4;0;0;0;0;0;0;Chile
3120;1981;Curso Superior;Casado;38547;1;0;08/01/2023;49;6;1;10;0;1;4;1;1;0;2;8;0;0;0;0;0;0;Chile
5868;1980;Curso Superior;Solteiro;19107;1;0;8/04/2023;49;2;4;9;10;5;16;2;1;0;3;7;0;0;0;0;0;0;Chile
8143;1985;Doutorado;Solteiro;37929;0;0;7/02/2023;49;202;2;46;3;2;10;2;4;2;5;7;0;1;0;1;0;1;Estados Unidos
3479;1950;Curso Superior;Solteiro;16813;0;0;07/01/2023;49;4;8;11;12;2;13;1;2;0;3;7;1;0;0;0;0;0;Chile
7214;1957;Curso Superior;Solteiro;62187;0;0;07/05/2020;49;792;0;275;45;45;126;1;4;8;5;3;0;0;0;0;0;0;Estados Unidos
5543;1966;Curso Superior;Casado;57811;0;1;06/01/2023;49;545;7;114;37;21;78;5;7;2;11;5;0;1;0;0;0;0;Estados Unidos
9347;1956;Mestrado;Casado;50943;0;1;06/01/2023;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;Estados Unidos
10160;1956;Mestrado;Casado;50943;0;1;06/01/2023;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;Estados Unidos
1406;1975;Curso Superior;Solteiro;53201;1;1;02/12/2020;49;280;7;81;20;0;27;8;6;3;5;7;0;0;0;0;0;0;Estados Unidos
7019;1963;Curso Superior;Casado;54414;1;1;1/04/2023;49;109;18;16;24;26;18;4;3;1;5;4;0;0;0;0;0;0;Espanha
2157;1972;Curso Superior;Casado;26290;1;1;01/12/2020;49;15;8;16;11;5;22;4;2;0;4;6;0;0;0;0;0;0;Chile
8939;1959;Curso Superior;Divorciado;61250;0;1;12/03/2022;49;382;138;65;60;26;59;6;5;2;12;5;0;0;0;0;0;0;Estados Unidos
10250;1947;Primeiro Grau;Casado;28389;0;0;11/04/2022;49;1;5;3;7;4;8;1;1;0;2;7;0;0;0;0;0;0;Estados Unidos
1272;1965;Mestrado;Solteiro;55250;0;1;10/04/2022;49;664;58;83;32;0;66;4;7;5;10;5;0;0;0;0;0;0;Brasil
3007;1966;Curso Superior;Casado;37758;1;1;10/04/2019;49;27;2;10;0;0;1;2;1;0;3;8;0;0;0;0;0;0;Argentina
5513;1966;Curso Superior;Casado;37758;1;1;10/04/2019;49;27;2;10;0;0;1;2;1;0;3;8;0;0;0;0;0;0;Estados Unidos
679;1957;Doutorado;Solteiro;37633;1;1;9/04/2022;49;13;4;20;0;0;1;2;1;0;3;9;0;0;0;0;0;0;Estados Unidos
8876;1963;Doutorado;Casado;33629;1;1;08/08/2019;49;132;0;16;0;0;4;5;3;1;4;9;0;0;0;0;0;0;Estados Unidos
10827;1967;Doutorado;Solteiro;36947;1;1;08/07/2019;49;88;3;21;4;1;29;4;3;0;4;9;0;0;0;0;0;0;Brasil
7300;1952;Curso Superior;Divorciado;69142;0;1;6/07/2021;50;448;4;34;6;4;39;3;8;1;7;5;0;1;0;0;0;0;Argentina
4268;1959;Curso Superior;Solteiro;53154;0;1;06/09/2018;50;129;0;21;0;1;7;1;3;1;4;4;0;0;0;0;0;0;Portugal
4603;1960;Doutorado;Solteiro;65695;0;1;1/08/2021;50;371;32;189;0;58;6;2;5;4;10;4;0;0;0;0;0;0;Estados Unidos
8659;1952;Doutorado;Casado;69805;0;1;1/04/2021;50;750;71;174;13;10;20;2;6;8;11;2;0;0;0;0;0;0;Alemanha
10708;1978;Segundo Grau;Solteiro;36975;1;0;12/01/2023;50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;Estados Unidos
1176;1973;Curso Superior;Solteiro;26228;1;0;9/04/2023;50;2;6;4;3;1;9;1;1;0;2;8;0;0;0;0;0;0;Estados Unidos
10380;1972;Mestrado;Solteiro;37787;1;0;09/05/2022;50;40;1;40;4;3;18;1;3;0;3;8;0;0;0;0;0;0;Argentina
7037;1974;Doutorado;Solteiro;37087;1;0;08/11/2020;50;194;55;134;15;0;3;3;4;2;8;6;0;0;0;0;0;0;Espanha
11096;1952;Segundo Grau;Casado;57247;0;1;08/08/2020;50;99;4;32;37;54;6;2;2;1;7;2;0;0;0;0;0;0;Estados Unidos
6374;1954;Doutorado;Solteiro;36930;0;1;5/02/2023;50;223;2;31;0;2;39;5;5;2;4;8;0;0;0;0;0;0;Estados Unidos
5552;1963;Mestrado;Divorciado;48721;1;1;5/07/2023;50;81;18;113;47;13;21;6;4;2;5;6;0;0;0;0;0;0;Espanha
2245;1969;Mestrado;Solteiro;43641;1;1;4/04/2023;50;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;Estados Unidos
6200;1951;Curso Superior;Solteiro;75903;0;1;04/08/2020;50;340;108;185;130;38;100;2;6;6;9;3;0;0;0;0;0;0;Estados Unidos
9904;1956;Curso Superior;Solteiro;71391;0;1;3/07/2023;50;336;123;274;46;123;141;5;6;5;12;3;0;0;0;0;0;0;Chile
10031;1976;Doutorado;Solteiro;16927;1;1;02/10/2020;50;20;2;23;3;1;4;5;3;0;4;8;0;0;0;0;0;0;Espanha
6642;1961;Curso Superior;Divorciado;27215;2;1;1/04/2023;50;30;5;22;8;9;28;4;2;1;4;6;0;0;0;0;0;0;Espanha
10882;1976;Curso Superior;Solteiro;53858;0;1;11/09/2019;50;407;53;221;58;150;26;4;4;3;6;4;0;0;0;0;0;0;Estados Unidos
5636;1963;Curso Superior;Solteiro;30983;0;0;11/09/2019;50;51;4;50;12;1;49;1;4;0;3;8;0;0;0;0;0;1;Argentina
8692;1952;Curso Superior;Casado;43462;1;1;09/12/2019;50;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;0;Estados Unidos
8091;1956;Curso Superior;Solteiro;63943;0;1;09/02/2019;50;423;184;368;13;97;21;1;6;4;6;5;0;0;0;0;0;0;Argentina
8080;1986;Curso Superior;Solteiro;26816;0;0;8/02/2022;50;5;1;6;3;4;3;1;0;0;3;4;0;0;0;0;0;0;Argentina
8370;1976;Segundo Grau;Casado;75484;0;1;08/02/2019;50;378;97;259;197;194;34;2;7;3;6;4;0;0;0;0;0;0;Chile
4550;1966;Mestrado;Casado;33564;0;1;6/04/2021;51;61;0;3;0;0;7;1;1;1;3;5;0;0;0;0;0;0;Estados Unidos
3381;1953;Mestrado;Solteiro;54348;1;1;06/08/2018;51;70;0;16;0;0;4;2;2;0;4;6;0;0;0;0;0;0;Chile
10556;1959;Curso Superior;Solteiro;54984;0;1;5/04/2021;51;173;13;131;32;3;6;4;6;1;6;7;0;0;0;1;0;0;Estados Unidos
9467;1984;Curso Superior;Solteiro;34738;1;0;05/11/2018;51;3;2;10;3;0;2;1;1;0;3;6;0;0;0;0;0;0;Estados Unidos
2891;1963;Curso Superior;Divorciado;68118;0;1;10/05/2022;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;Portugal
5011;1963;Curso Superior;Divorciado;68118;0;1;10/05/2022;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;Estados Unidos
8140;1973;Curso Superior;Casado;22682;1;0;10/03/2020;51;10;14;29;4;2;36;3;2;1;4;4;0;0;0;0;0;0;Brasil
11039;1975;Curso Superior;Solteiro;51948;0;1;9/02/2023;51;82;33;54;71;30;41;2;5;2;4;5;0;0;0;0;0;0;Estados Unidos
78;1969;Curso Superior;Solteiro;25293;1;0;9/03/2023;51;15;0;11;0;2;9;1;1;1;2;8;0;0;0;0;0;0;Estados Unidos
5517;1969;Curso Superior;Solteiro;25293;1;0;9/03/2023;51;15;0;11;0;2;9;1;1;1;2;8;0;0;0;0;0;0;Brasil
5290;1964;Doutorado;Solteiro;41551;1;1;8/02/2023;51;220;0;33;3;0;23;5;5;1;5;8;0;0;0;0;0;0;Chile
4128;1962;Doutorado;Casado;56067;0;1;07/05/2022;51;517;12;54;16;6;120;2;7;4;7;5;0;0;0;0;0;0;Espanha
8534;1952;Curso Superior;Solteiro;67433;0;2;07/01/2023;51;615;28;259;12;48;30;4;6;5;13;4;0;1;0;0;0;0;Estados Unidos
9592;1983;Curso Superior;Casado;22010;1;0;6/02/2023;51;11;2;9;3;0;8;2;2;0;3;8;0;0;0;0;0;0;Estados Unidos
8957;1952;Segundo Grau;Solteiro;64831;1;1;06/10/2020;51;480;86;249;75;86;144;8;6;3;5;6;0;0;0;0;0;0;Espanha
9308;1954;Curso Superior;Solteiro;62820;0;0;05/11/2020;51;398;61;265;138;61;53;1;3;4;6;1;0;0;0;0;0;0;Espanha
544;1954;Curso Superior;Solteiro;62820;0;0;05/11/2020;51;398;61;265;138;61;53;1;3;4;6;1;0;0;0;0;0;0;Estados Unidos
5989;1959;Segundo Grau;Divorciado;78353;0;1;04/01/2023;51;752;122;476;39;153;34;1;10;2;11;8;0;0;0;0;0;0;Chile
635;1966;Mestrado;Solteiro;57183;1;1;03/01/2023;51;464;5;64;7;0;70;8;9;1;7;8;0;0;0;0;0;0;Estados Unidos
6673;1965;Curso Superior;Solteiro;23478;0;0;03/01/2023;51;28;6;27;12;17;39;1;3;0;3;8;0;0;0;0;0;0;Portugal
1710;1978;Curso Superior;Solteiro;30168;1;0;03/07/2020;51;154;20;66;0;12;27;7;6;1;4;9;0;0;0;0;0;0;Estados Unidos
523;1989;Curso Superior;Solteiro;37155;1;0;1/08/2023;51;23;0;26;7;15;3;1;2;0;4;5;0;0;0;0;0;0;Estados Unidos
8977;1985;Primeiro Grau;Solteiro;16581;0;0;01/12/2020;51;1;3;4;2;3;11;1;0;0;3;4;0;0;0;0;0;0;Estados Unidos
9736;1980;Curso Superior;Solteiro;41850;1;1;12/04/2022;51;53;5;19;2;13;4;3;3;0;3;8;0;0;0;0;0;0;Portugal
1544;1967;Mestrado;Divorciado;81380;0;0;12/04/2022;51;741;68;689;224;68;103;1;4;2;10;2;0;0;0;0;0;0;Chile
6575;1981;Curso Superior;Casado;56386;1;1;10/08/2022;51;230;48;214;13;32;75;8;9;1;7;9;0;0;0;0;0;0;Espanha
6147;1971;Curso Superior;Divorciado;25818;1;0;10/04/2022;51;5;2;8;2;2;9;1;0;1;2;7;0;0;0;0;0;0;Alemanha
6354;1984;Curso Superior;Casado;15345;1;0;8/08/2022;51;5;2;16;3;2;19;2;1;1;2;8;0;0;0;0;0;1;Estados Unidos
4769;1977;Mestrado;Casado;57954;1;1;6/04/2021;52;456;4;24;0;0;9;7;8;2;6;7;0;1;0;0;0;0;Estados Unidos
7540;1952;Curso Superior;Solteiro;50300;0;1;5/04/2021;52;143;15;60;24;23;5;2;2;1;8;2;0;0;0;0;0;0;Estados Unidos
5247;1955;Doutorado;Solteiro;38725;1;1;05/10/2018;52;31;0;6;2;1;5;2;1;0;4;4;0;0;0;0;0;0;Estados Unidos
5987;1989;Segundo Grau;Casado;10404;1;0;05/04/2018;52;2;2;11;10;6;12;2;1;0;4;5;0;0;0;0;0;0;Estados Unidos
9960;1991;Primeiro Grau;Solteiro;26868;1;0;4/02/2021;52;0;0;1;8;3;2;1;1;0;2;7;0;0;0;0;0;0;Espanha
10972;1949;Curso Superior;Divorciado;72298;0;0;03/10/2018;52;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;0;Estados Unidos
1399;1958;Curso Superior;Solteiro;72905;0;0;1/04/2021;52;407;114;445;181;165;203;1;3;7;9;1;0;0;0;1;0;0;Estados Unidos
2698;1976;Curso Superior;Solteiro;47025;0;1;11/07/2020;52;254;7;108;20;0;26;3;6;3;5;6;0;0;0;0;0;0;Portugal
6340;1985;Curso Superior;Solteiro;29938;1;0;10/03/2023;52;3;3;7;0;2;11;2;1;0;3;6;0;0;0;0;0;0;Espanha
4107;1948;Doutorado;Casado;46681;0;2;10/08/2020;52;269;15;69;15;19;38;2;4;6;4;5;0;0;0;0;0;0;Estados Unidos
10906;1948;Doutorado;Casado;46681;0;2;10/08/2020;52;269;15;69;15;19;38;2;4;6;4;5;0;0;0;0;0;0;Espanha
2557;1970;Mestrado;Solteiro;29548;1;0;8/07/2023;52;7;1;6;3;1;11;1;1;1;2;4;1;0;0;0;0;0;Estados Unidos
8786;1956;Mestrado;Solteiro;62058;0;1;5/03/2023;52;301;7;74;10;0;58;4;6;1;7;6;0;0;0;0;0;0;Alemanha
7187;1969;Mestrado;Casado;;1;1;05/05/2022;52;375;42;48;94;66;96;7;4;10;4;3;0;0;0;0;0;0;Brasil
6119;1963;Doutorado;Solteiro;36736;1;1;05/10/2020;52;10;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;Estados Unidos
2980;1952;Mestrado;Solteiro;8820;1;1;3/04/2023;52;12;0;13;4;2;4;4;3;0;3;8;0;0;0;0;0;0;Chile
3850;1963;Primeiro Grau;Casado;14918;0;1;12/07/2019;52;3;3;3;15;4;15;1;1;0;3;6;0;0;0;0;0;0;Argentina
1077;1974;Curso Superior;Casado;56715;0;0;12/05/2019;52;258;105;239;237;172;9;1;7;3;4;4;0;0;0;0;0;0;Estados Unidos
9733;1978;Primeiro Grau;Casado;24882;1;0;09/09/2019;52;1;4;10;29;0;36;1;1;1;2;6;1;0;0;0;0;0;Argentina
8462;1978;Primeiro Grau;Casado;24882;1;0;09/09/2019;52;1;4;10;29;0;36;1;1;1;2;6;1;0;0;0;0;0;Estados Unidos
4764;1952;Mestrado;Casado;40442;1;1;8/04/2022;52;45;12;52;25;22;13;4;3;1;4;7;0;0;0;0;0;1;Espanha
2223;1965;Segundo Grau;Divorciado;64176;0;1;08/03/2019;52;1215;33;249;64;116;149;8;8;9;8;6;0;0;0;0;0;0;Estados Unidos
7788;1983;Doutorado;Solteiro;23536;1;0;06/04/2018;53;6;0;3;0;0;1;1;0;0;3;3;0;0;0;0;0;0;Estados Unidos
5827;1958;Curso Superior;Divorciado;35246;1;1;4/03/2021;53;36;0;12;2;2;10;4;3;1;3;5;0;0;0;0;0;0;Espanha
2958;1978;Curso Superior;Solteiro;28442;2;0;2/04/2021;53;19;3;10;11;8;6;3;2;1;4;4;0;0;0;0;0;0;Estados Unidos
4954;1956;Curso Superior;Solteiro;48195;1;1;1/04/2021;53;106;27;68;52;7;5;6;4;2;5;6;0;0;0;0;0;0;Estados Unidos
3139;1982;Segundo Grau;Solteiro;74116;0;0;12/02/2023;53;871;111;704;145;55;166;1;4;4;10;2;0;1;0;0;0;0;Espanha
9952;1947;Mestrado;Casado;78093;0;0;12/11/2020;53;368;32;639;13;43;10;1;4;7;5;1;0;0;0;0;0;0;Espanha
8180;1952;Mestrado;Divorciado;59354;1;1;11/03/2023;53;233;2;53;3;5;14;3;6;1;5;6;0;0;0;0;0;0;Portugal
3276;1976;Segundo Grau;Casado;36301;1;0;10/04/2023;53;11;12;35;3;5;12;1;3;0;3;7;0;0;0;0;0;0;Espanha
4994;1943;Mestrado;Solteiro;77598;0;0;10/01/2020;53;1193;33;281;129;66;33;1;7;5;13;3;0;0;1;0;0;0;Estados Unidos
3598;1972;Curso Superior;Solteiro;62710;0;1;5/04/2023;53;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;Estados Unidos
945;1965;Curso Superior;Casado;36317;0;1;5/04/2023;53;87;3;25;3;2;13;2;3;0;4;7;0;0;0;0;0;0;Estados Unidos
5048;1971;Doutorado;Solteiro;42767;2;0;05/11/2020;53;20;6;43;19;5;38;1;3;1;2;8;0;0;0;0;0;0;Espanha
6214;1982;Mestrado;Solteiro;43815;1;0;04/05/2020;53;14;10;29;4;7;15;1;2;0;3;6;0;0;0;0;0;0;Estados Unidos
6230;1971;Curso Superior;Divorciado;44421;1;1;2/03/2023;53;110;5;59;7;1;7;5;5;0;4;8;0;0;0;0;0;0;Estados Unidos
2968;1943;Doutorado;Divorciado;48948;0;0;02/01/2020;53;437;8;206;160;49;42;2;7;10;5;6;1;0;0;0;0;1;Brasil
8800;1943;Doutorado;Divorciado;48948;0;0;02/01/2020;53;437;8;206;160;49;42;2;7;10;5;6;1;0;0;0;0;1;Espanha
1907;1950;Mestrado;Divorciado;63120;0;1;09/03/2022;53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;1;Estados Unidos
10478;1950;Doutorado;Solteiro;55517;1;1;09/08/2022;53;483;0;108;0;6;36;5;11;1;6;9;0;0;0;0;0;1;Espanha
4188;1957;Curso Superior;Solteiro;36864;0;1;8/07/2022;53;204;5;39;17;0;89;3;5;2;4;8;0;0;0;0;0;1;Brasil
8720;1978;Segundo Grau;Casado;65120;0;0;08/01/2019;53;32;2;1607;12;4;22;0;0;0;1;0;0;1;0;0;0;0;Argentina
2225;1977;Curso Superior;Divorciado;82582;0;0;06/07/2018;54;510;120;550;156;40;241;1;4;9;7;1;1;0;0;1;0;1;Brasil
4790;1958;Curso Superior;Divorciado;79803;0;1;06/02/2018;54;574;8;216;21;16;33;1;4;3;5;1;0;0;0;0;0;0;Estados Unidos
1131;1967;Doutorado;Solteiro;52569;0;1;04/05/2018;54;85;0;3;0;0;7;1;2;0;4;3;0;0;0;0;0;0;Espanha
202;1948;Doutorado;Divorciado;82032;0;0;04/05/2018;54;332;194;377;149;125;57;0;4;6;7;1;0;0;0;0;0;0;Argentina
9589;1948;Doutorado;Divorciado;82032;0;0;04/05/2018;54;332;194;377;149;125;57;0;4;6;7;1;0;0;0;0;0;0;Argentina
3900;1972;Curso Superior;Solteiro;65685;0;1;3/07/2021;54;642;14;49;0;7;57;1;9;2;9;5;0;0;0;0;0;0;Chile
9958;1972;Curso Superior;Solteiro;65685;0;1;3/07/2021;54;642;14;49;0;7;57;1;9;2;9;5;0;0;0;0;0;0;Brasil
8955;1957;Doutorado;Casado;40451;0;2;2/03/2021;54;35;0;4;0;0;10;1;1;1;2;5;1;0;0;0;0;0;Estados Unidos
10033;1973;Segundo Grau;Divorciado;31163;1;0;2/07/2021;54;2;3;10;11;2;10;1;1;0;3;6;0;0;0;0;0;0;Alemanha
5751;1973;Segundo Grau;Divorciado;31163;1;0;2/07/2021;54;2;3;10;11;2;10;1;1;0;3;6;0;0;0;0;0;0;Chile
3308;1952;Curso Superior;Solteiro;35704;1;1;01/03/2018;54;30;9;12;2;11;30;3;2;0;4;4;0;0;0;0;0;0;Espanha
7297;1973;Curso Superior;Solteiro;7500;1;0;12/03/2023;54;5;3;10;12;7;20;4;3;1;3;7;0;0;0;0;0;0;Espanha
8008;1983;Curso Superior;Casado;36075;1;0;12/09/2020;54;46;0;30;12;1;30;1;2;0;4;6;0;0;0;0;0;0;Estados Unidos
1232;1982;Doutorado;Casado;70038;0;0;10/04/2023;54;587;54;348;71;54;130;1;4;4;8;2;0;0;0;0;0;0;Alemanha
2345;1982;Doutorado;Casado;70038;0;0;10/04/2023;54;587;54;348;71;54;130;1;4;4;8;2;0;0;0;0;0;0;Brasil
1628;1971;Curso Superior;Casado;71796;0;0;10/01/2023;54;354;21;311;167;75;32;1;9;3;4;4;0;0;0;0;0;0;Espanha
5081;1967;Segundo Grau;Casado;47821;1;1;10/05/2022;54;9;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;0;Estados Unidos
839;1975;Doutorado;Solteiro;45503;1;0;9/04/2023;54;97;4;44;6;1;18;1;3;1;4;5;0;0;0;0;0;0;Estados Unidos
3706;1978;Curso Superior;Solteiro;28647;1;0;08/01/2023;54;19;8;29;0;12;26;1;2;2;2;7;1;0;0;0;0;1;Estados Unidos
