"","id","average_depth","anomaly_score","status"
"1500",1500,7.99,0.58,"normal"
"1501",1501,7.86,0.59,"normal"
"1502",1502,7.72,0.59,"normal"
"1503",1503,7.98,0.58,"normal"
"1504",1504,7.97,0.58,"normal"
"1505",1505,7.01,0.62,"normal"
"1506",1506,7.84,0.59,"normal"
"1507",1507,7.89,0.59,"normal"
"1508",1508,7.83,0.59,"normal"
"1509",1509,7.82,0.59,"normal"
"1510",1510,7.83,0.59,"normal"
"1511",1511,8,0.58,"normal"
"1512",1512,6.8,0.63,"anomalia"
"1513",1513,7.9,0.59,"normal"
"1514",1514,7.98,0.58,"normal"
"1515",1515,7.92,0.59,"normal"
"1516",1516,7.01,0.62,"normal"
"1517",1517,7.99,0.58,"normal"
"1518",1518,7.96,0.58,"normal"
"1519",1519,7.96,0.58,"normal"
"1520",1520,7.6,0.6,"normal"
"1521",1521,7.84,0.59,"normal"
"1522",1522,7.9,0.59,"normal"
"1523",1523,7.99,0.58,"normal"
"1524",1524,7.97,0.58,"normal"
"1525",1525,7.6,0.6,"normal"
"1526",1526,7.96,0.58,"normal"
"1527",1527,7.98,0.58,"normal"
"1528",1528,7.67,0.6,"normal"
"1529",1529,7.98,0.58,"normal"
"1530",1530,7.86,0.59,"normal"
"1531",1531,7.94,0.58,"normal"
"1532",1532,7.96,0.58,"normal"
"1533",1533,7.94,0.58,"normal"
"1534",1534,7.96,0.58,"normal"
"1535",1535,7.85,0.59,"normal"
"1536",1536,7.9,0.59,"normal"
"1537",1537,7.97,0.58,"normal"
"1538",1538,7.9,0.59,"normal"
"1539",1539,7.95,0.58,"normal"
"1540",1540,7.79,0.59,"normal"
"1541",1541,7.79,0.59,"normal"
"1542",1542,7.33,0.61,"normal"
"1543",1543,7.83,0.59,"normal"
"1544",1544,7.83,0.59,"normal"
"1545",1545,7.91,0.59,"normal"
"1546",1546,7.89,0.59,"normal"
"1547",1547,7.93,0.58,"normal"
"1548",1548,7.68,0.59,"normal"
"1549",1549,7.95,0.58,"normal"
"1550",1550,7.99,0.58,"normal"
"1551",1551,7.97,0.58,"normal"
"1552",1552,7.23,0.61,"normal"
"1553",1553,7.89,0.59,"normal"
"1554",1554,7.99,0.58,"normal"
"1555",1555,7.93,0.58,"normal"
"1556",1556,7.57,0.6,"normal"
"1557",1557,7.67,0.6,"normal"
"1558",1558,8,0.58,"normal"
"1559",1559,7.79,0.59,"normal"
"1560",1560,7.93,0.58,"normal"
"1561",1561,7.94,0.58,"normal"
"1562",1562,8,0.58,"normal"
"1563",1563,7.89,0.59,"normal"
"1564",1564,7.9,0.59,"normal"
"1565",1565,7.99,0.58,"normal"
"1566",1566,7.76,0.59,"normal"
"1567",1567,7.98,0.58,"normal"
"1568",1568,7.5,0.6,"normal"
"1569",1569,7.96,0.58,"normal"
"1570",1570,7.95,0.58,"normal"
"1571",1571,7.94,0.58,"normal"
"1572",1572,7.46,0.6,"normal"
"1573",1573,7.77,0.59,"normal"
"1574",1574,7.9,0.59,"normal"
"1575",1575,7.73,0.59,"normal"
"1576",1576,7.64,0.6,"normal"
"1577",1577,7.19,0.61,"normal"
"1578",1578,7.71,0.59,"normal"
"1579",1579,6.62,0.64,"anomalia"
"1580",1580,7.99,0.58,"normal"
"1581",1581,7.91,0.59,"normal"
"1582",1582,7.97,0.58,"normal"
"1583",1583,7.94,0.58,"normal"
"1584",1584,7.97,0.58,"normal"
"1585",1585,7.91,0.59,"normal"
"1586",1586,7.87,0.59,"normal"
"1587",1587,7.8,0.59,"normal"
"1588",1588,7.99,0.58,"normal"
"1589",1589,7.95,0.58,"normal"
"1590",1590,7.81,0.59,"normal"
"1591",1591,7.75,0.59,"normal"
"1592",1592,7.98,0.58,"normal"
"1593",1593,7.76,0.59,"normal"
"1594",1594,7.95,0.58,"normal"
"1595",1595,7.69,0.59,"normal"
"1596",1596,7.98,0.58,"normal"
"1597",1597,7.16,0.62,"normal"
"1598",1598,7.93,0.58,"normal"
"1599",1599,7.95,0.58,"normal"
"1600",1600,7.77,0.59,"normal"
"1601",1601,7.92,0.59,"normal"
"1602",1602,7.98,0.58,"normal"
"1603",1603,7.84,0.59,"normal"
"1604",1604,7.99,0.58,"normal"
"1605",1605,7.83,0.59,"normal"
"1606",1606,7.94,0.58,"normal"
"1607",1607,7.41,0.61,"normal"
"1608",1608,7.92,0.59,"normal"
"1609",1609,7.54,0.6,"normal"
"1610",1610,7.47,0.6,"normal"
"1611",1611,7.79,0.59,"normal"
"1612",1612,7.73,0.59,"normal"
"1613",1613,7.77,0.59,"normal"
"1614",1614,7.41,0.61,"normal"
"1615",1615,7.97,0.58,"normal"
"1616",1616,7.99,0.58,"normal"
"1617",1617,7.83,0.59,"normal"
"1618",1618,7.78,0.59,"normal"
"1619",1619,7.74,0.59,"normal"
"1620",1620,7.83,0.59,"normal"
"1621",1621,7.23,0.61,"normal"
"1622",1622,7.97,0.58,"normal"
"1623",1623,7.96,0.58,"normal"
"1624",1624,7.7,0.59,"normal"
"1625",1625,7.83,0.59,"normal"
"1626",1626,7.98,0.58,"normal"
"1627",1627,7.96,0.58,"normal"
"1628",1628,7.97,0.58,"normal"
"1629",1629,7.85,0.59,"normal"
"1630",1630,7.91,0.59,"normal"
"1631",1631,7.98,0.58,"normal"
"1632",1632,7.67,0.6,"normal"
"1633",1633,7.96,0.58,"normal"
"1634",1634,7.94,0.58,"normal"
"1635",1635,7.94,0.58,"normal"
"1636",1636,7.83,0.59,"normal"
"1637",1637,7.85,0.59,"normal"
"1638",1638,7.84,0.59,"normal"
"1639",1639,6.92,0.63,"anomalia"
"1640",1640,7.78,0.59,"normal"
"1641",1641,7.68,0.59,"normal"
"1642",1642,7.84,0.59,"normal"
"1643",1643,7.87,0.59,"normal"
"1644",1644,7.59,0.6,"normal"
"1645",1645,7.98,0.58,"normal"
"1646",1646,7.78,0.59,"normal"
"1647",1647,7.81,0.59,"normal"
"1648",1648,7.98,0.58,"normal"
"1649",1649,7.96,0.58,"normal"
"1650",1650,7.74,0.59,"normal"
"1651",1651,7.97,0.58,"normal"
"1652",1652,7.68,0.59,"normal"
"1653",1653,7.77,0.59,"normal"
"1654",1654,7.74,0.59,"normal"
"1655",1655,7.87,0.59,"normal"
"1656",1656,8,0.58,"normal"
"1657",1657,7.84,0.59,"normal"
"1658",1658,7.52,0.6,"normal"
"1659",1659,7.92,0.59,"normal"
"1660",1660,7.85,0.59,"normal"
"1661",1661,7.98,0.58,"normal"
"1662",1662,7.94,0.58,"normal"
"1663",1663,7.94,0.58,"normal"
"1664",1664,7.9,0.59,"normal"
"1665",1665,7.11,0.62,"normal"
"1666",1666,7.69,0.59,"normal"
"1667",1667,7.72,0.59,"normal"
"1668",1668,7.47,0.6,"normal"
"1669",1669,7.98,0.58,"normal"
"1670",1670,7.71,0.59,"normal"
"1671",1671,7.98,0.58,"normal"
"1672",1672,7.98,0.58,"normal"
"1673",1673,6.83,0.63,"anomalia"
"1674",1674,7.73,0.59,"normal"
"1675",1675,7.94,0.58,"normal"
"1676",1676,6.81,0.63,"anomalia"
"1677",1677,7.97,0.58,"normal"
"1678",1678,7.84,0.59,"normal"
"1679",1679,7.95,0.58,"normal"
"1680",1680,7.71,0.59,"normal"
"1681",1681,7.93,0.58,"normal"
"1682",1682,7.97,0.58,"normal"
"1683",1683,7.86,0.59,"normal"
"1684",1684,7.96,0.58,"normal"
"1685",1685,7.85,0.59,"normal"
"1686",1686,7.91,0.59,"normal"
"1687",1687,7.94,0.58,"normal"
"1688",1688,7.75,0.59,"normal"
"1689",1689,7.97,0.58,"normal"
"1690",1690,7.48,0.6,"normal"
"1691",1691,7.96,0.58,"normal"
"1692",1692,7.96,0.58,"normal"
"1693",1693,7.75,0.59,"normal"
"1694",1694,7.5,0.6,"normal"
"1695",1695,7.75,0.59,"normal"
"1696",1696,7.98,0.58,"normal"
"1697",1697,7.92,0.59,"normal"
"1698",1698,7.97,0.58,"normal"
"1699",1699,7.8,0.59,"normal"
"1700",1700,7.93,0.58,"normal"
"1701",1701,7.83,0.59,"normal"
"1702",1702,7.94,0.58,"normal"
"1703",1703,7.93,0.58,"normal"
"1704",1704,7.81,0.59,"normal"
"1705",1705,7.59,0.6,"normal"
"1706",1706,7.72,0.59,"normal"
"1707",1707,7.82,0.59,"normal"
"1708",1708,7.76,0.59,"normal"
"1709",1709,8,0.58,"normal"
"1710",1710,7.7,0.59,"normal"
"1711",1711,7.96,0.58,"normal"
"1712",1712,7.65,0.6,"normal"
"1713",1713,7.85,0.59,"normal"
"1714",1714,7.98,0.58,"normal"
"1715",1715,7.93,0.58,"normal"
"1716",1716,7.83,0.59,"normal"
"1717",1717,7.23,0.61,"normal"
"1718",1718,7.73,0.59,"normal"
"1719",1719,8,0.58,"normal"
"1720",1720,7.94,0.58,"normal"
"1721",1721,7.93,0.58,"normal"
"1722",1722,7.75,0.59,"normal"
"1723",1723,7.86,0.59,"normal"
"1724",1724,7.95,0.58,"normal"
"1725",1725,7.93,0.58,"normal"
"1726",1726,7.67,0.6,"normal"
"1727",1727,7.77,0.59,"normal"
"1728",1728,7.84,0.59,"normal"
"1729",1729,7.95,0.58,"normal"
"1730",1730,7.81,0.59,"normal"
"1731",1731,7.97,0.58,"normal"
"1732",1732,7.9,0.59,"normal"
"1733",1733,7.93,0.58,"normal"
"1734",1734,7.86,0.59,"normal"
"1735",1735,7.85,0.59,"normal"
"1736",1736,7.73,0.59,"normal"
"1737",1737,7.96,0.58,"normal"
"1738",1738,7.94,0.58,"normal"
"1739",1739,7.9,0.59,"normal"
"1740",1740,7.95,0.58,"normal"
"1741",1741,7.61,0.6,"normal"
"1742",1742,7.24,0.61,"normal"
"1743",1743,7.69,0.59,"normal"
"1744",1744,7.93,0.58,"normal"
"1745",1745,7.77,0.59,"normal"
"1746",1746,7.95,0.58,"normal"
"1747",1747,7.95,0.58,"normal"
"1748",1748,7.7,0.59,"normal"
"1749",1749,7.93,0.58,"normal"
"1750",1750,7.63,0.6,"normal"
"1751",1751,6.9,0.63,"anomalia"
"1752",1752,7.93,0.58,"normal"
"1753",1753,7.95,0.58,"normal"
"1754",1754,7.98,0.58,"normal"
"1755",1755,7.69,0.59,"normal"
"1756",1756,7.98,0.58,"normal"
"1757",1757,7.99,0.58,"normal"
"1758",1758,7.98,0.58,"normal"
"1759",1759,7.92,0.59,"normal"
"1760",1760,8,0.58,"normal"
"1761",1761,7.61,0.6,"normal"
"1762",1762,7.89,0.59,"normal"
"1763",1763,7.95,0.58,"normal"
"1764",1764,7.97,0.58,"normal"
"1765",1765,7.92,0.59,"normal"
"1766",1766,7.89,0.59,"normal"
"1767",1767,8,0.58,"normal"
"1768",1768,7.63,0.6,"normal"
"1769",1769,7.98,0.58,"normal"
"1770",1770,7.86,0.59,"normal"
"1771",1771,7.72,0.59,"normal"
"1772",1772,7.9,0.59,"normal"
"1773",1773,7.95,0.58,"normal"
"1774",1774,7.63,0.6,"normal"
"1775",1775,7.98,0.58,"normal"
"1776",1776,7.95,0.58,"normal"
"1777",1777,7.79,0.59,"normal"
"1778",1778,7.96,0.58,"normal"
"1779",1779,7.98,0.58,"normal"
"1780",1780,7.92,0.59,"normal"
"1781",1781,7.76,0.59,"normal"
"1782",1782,7.99,0.58,"normal"
"1783",1783,7.81,0.59,"normal"
"1784",1784,7.96,0.58,"normal"
"1785",1785,7.83,0.59,"normal"
"1786",1786,7.92,0.59,"normal"
"1787",1787,7.79,0.59,"normal"
"1788",1788,7.7,0.59,"normal"
"1789",1789,7.76,0.59,"normal"
"1790",1790,7.94,0.58,"normal"
"1791",1791,7.95,0.58,"normal"
"1792",1792,7.91,0.59,"normal"
"1793",1793,7.99,0.58,"normal"
"1794",1794,7.97,0.58,"normal"
"1795",1795,7.97,0.58,"normal"
"1796",1796,7.74,0.59,"normal"
"1797",1797,7.98,0.58,"normal"
"1798",1798,7.62,0.6,"normal"
"1799",1799,7.2,0.61,"normal"
"1800",1800,7.67,0.6,"normal"
"1801",1801,7.92,0.59,"normal"
"1802",1802,7.94,0.58,"normal"
"1803",1803,6.9,0.63,"anomalia"
"1804",1804,7.81,0.59,"normal"
"1805",1805,7.98,0.58,"normal"
"1806",1806,7.82,0.59,"normal"
"1807",1807,7.68,0.59,"normal"
"1808",1808,7.72,0.59,"normal"
"1809",1809,7.76,0.59,"normal"
"1810",1810,7.96,0.58,"normal"
"1811",1811,7.86,0.59,"normal"
"1812",1812,6.74,0.63,"anomalia"
"1813",1813,7.86,0.59,"normal"
"1814",1814,7.55,0.6,"normal"
"1815",1815,7.82,0.59,"normal"
"1816",1816,7.98,0.58,"normal"
"1817",1817,7.82,0.59,"normal"
"1818",1818,7.99,0.58,"normal"
"1819",1819,7.74,0.59,"normal"
"1820",1820,7.92,0.59,"normal"
"1821",1821,7.92,0.59,"normal"
"1822",1822,7.9,0.59,"normal"
"1823",1823,7.55,0.6,"normal"
"1824",1824,7.84,0.59,"normal"
"1825",1825,7.65,0.6,"normal"
"1826",1826,7.68,0.59,"normal"
"1827",1827,7.27,0.61,"normal"
"1828",1828,7.84,0.59,"normal"
"1829",1829,7.88,0.59,"normal"
"1830",1830,7.98,0.58,"normal"
"1831",1831,7.93,0.58,"normal"
"1832",1832,7.79,0.59,"normal"
"1833",1833,7.96,0.58,"normal"
"1834",1834,7.91,0.59,"normal"
"1835",1835,7.97,0.58,"normal"
"1836",1836,7.74,0.59,"normal"
"1837",1837,7.92,0.59,"normal"
"1838",1838,7.99,0.58,"normal"
"1839",1839,7.74,0.59,"normal"
"1840",1840,7.78,0.59,"normal"
"1841",1841,7.92,0.59,"normal"
"1842",1842,7.72,0.59,"normal"
"1843",1843,7.92,0.59,"normal"
"1844",1844,7.92,0.59,"normal"
"1845",1845,7.85,0.59,"normal"
"1846",1846,7.78,0.59,"normal"
"1847",1847,7.84,0.59,"normal"
"1848",1848,7.7,0.59,"normal"
"1849",1849,7.8,0.59,"normal"
"1850",1850,7.99,0.58,"normal"
"1851",1851,7.82,0.59,"normal"
"1852",1852,7.95,0.58,"normal"
"1853",1853,7.56,0.6,"normal"
"1854",1854,7.91,0.59,"normal"
"1855",1855,8,0.58,"normal"
"1856",1856,7.81,0.59,"normal"
"1857",1857,7.94,0.58,"normal"
"1858",1858,7.96,0.58,"normal"
"1859",1859,7.84,0.59,"normal"
"1860",1860,7.93,0.58,"normal"
"1861",1861,7.89,0.59,"normal"
"1862",1862,7.26,0.61,"normal"
"1863",1863,7.71,0.59,"normal"
"1864",1864,7.99,0.58,"normal"
"1865",1865,7.99,0.58,"normal"
"1866",1866,7.76,0.59,"normal"
"1867",1867,7.98,0.58,"normal"
"1868",1868,7.89,0.59,"normal"
"1869",1869,7.99,0.58,"normal"
"1870",1870,7.92,0.59,"normal"
"1871",1871,7.84,0.59,"normal"
"1872",1872,7.94,0.58,"normal"
"1873",1873,7.94,0.58,"normal"
"1874",1874,7.4,0.61,"normal"
"1875",1875,7.98,0.58,"normal"
"1876",1876,7.98,0.58,"normal"
"1877",1877,7.87,0.59,"normal"
"1878",1878,7.72,0.59,"normal"
"1879",1879,7.96,0.58,"normal"
"1880",1880,7.16,0.62,"normal"
"1881",1881,7.46,0.6,"normal"
"1882",1882,7.99,0.58,"normal"
"1883",1883,7.76,0.59,"normal"
"1884",1884,7.98,0.58,"normal"
"1885",1885,7.78,0.59,"normal"
"1886",1886,7.87,0.59,"normal"
"1887",1887,7.97,0.58,"normal"
"1888",1888,7.41,0.61,"normal"
"1889",1889,7.93,0.58,"normal"
"1890",1890,7.91,0.59,"normal"
"1891",1891,7.94,0.58,"normal"
"1892",1892,7.76,0.59,"normal"
"1893",1893,7.77,0.59,"normal"
"1894",1894,7.99,0.58,"normal"
"1895",1895,8,0.58,"normal"
"1896",1896,7.97,0.58,"normal"
"1897",1897,7.9,0.59,"normal"
"1898",1898,7.95,0.58,"normal"
"1899",1899,7.8,0.59,"normal"
"1900",1900,7.98,0.58,"normal"
"1901",1901,7.97,0.58,"normal"
"1902",1902,7.31,0.61,"normal"
"1903",1903,7.96,0.58,"normal"
"1904",1904,7.99,0.58,"normal"
"1905",1905,7.93,0.58,"normal"
"1906",1906,8,0.58,"normal"
"1907",1907,7.87,0.59,"normal"
"1908",1908,7.92,0.59,"normal"
"1909",1909,7.85,0.59,"normal"
"1910",1910,7.27,0.61,"normal"
"1911",1911,7.61,0.6,"normal"
"1912",1912,7.7,0.59,"normal"
"1913",1913,7.05,0.62,"normal"
"1914",1914,7.89,0.59,"normal"
"1915",1915,7.81,0.59,"normal"
"1916",1916,7.99,0.58,"normal"
"1917",1917,7.33,0.61,"normal"
"1918",1918,7.59,0.6,"normal"
"1919",1919,7.98,0.58,"normal"
"1920",1920,7.93,0.58,"normal"
"1921",1921,7.93,0.58,"normal"
"1922",1922,7.9,0.59,"normal"
"1923",1923,7.87,0.59,"normal"
"1924",1924,7.96,0.58,"normal"
"1925",1925,6.79,0.63,"anomalia"
"1926",1926,7.68,0.59,"normal"
"1927",1927,7.96,0.58,"normal"
"1928",1928,7.96,0.58,"normal"
"1929",1929,7.83,0.59,"normal"
"1930",1930,7.88,0.59,"normal"
"1931",1931,7.5,0.6,"normal"
"1932",1932,7.93,0.58,"normal"
"1933",1933,7.98,0.58,"normal"
"1934",1934,7.82,0.59,"normal"
"1935",1935,7.95,0.58,"normal"
"1936",1936,7.35,0.61,"normal"
"1937",1937,7.94,0.58,"normal"
"1938",1938,7.74,0.59,"normal"
"1939",1939,7.86,0.59,"normal"
"1940",1940,7.9,0.59,"normal"
"1941",1941,7.74,0.59,"normal"
"1942",1942,7.46,0.6,"normal"
"1943",1943,7.96,0.58,"normal"
"1944",1944,6.97,0.62,"normal"
"1945",1945,7.99,0.58,"normal"
"1946",1946,7.9,0.59,"normal"
"1947",1947,7.83,0.59,"normal"
"1948",1948,7.2,0.61,"normal"
"1949",1949,7.93,0.58,"normal"
"1950",1950,7.8,0.59,"normal"
"1951",1951,7.99,0.58,"normal"
"1952",1952,7.75,0.59,"normal"
"1953",1953,8,0.58,"normal"
"1954",1954,6.85,0.63,"anomalia"
"1955",1955,7.65,0.6,"normal"
"1956",1956,7.91,0.59,"normal"
"1957",1957,7.89,0.59,"normal"
"1958",1958,7.8,0.59,"normal"
"1959",1959,7.72,0.59,"normal"
"1960",1960,8,0.58,"normal"
"1961",1961,7.77,0.59,"normal"
"1962",1962,8,0.58,"normal"
"1963",1963,7.7,0.59,"normal"
"1964",1964,7.79,0.59,"normal"
"1965",1965,7.9,0.59,"normal"
"1966",1966,7.97,0.58,"normal"
"1967",1967,7.93,0.58,"normal"
"1968",1968,7.61,0.6,"normal"
"1969",1969,7.74,0.59,"normal"
"1970",1970,7.75,0.59,"normal"
"1971",1971,7.97,0.58,"normal"
"1972",1972,7.79,0.59,"normal"
"1973",1973,7.9,0.59,"normal"
"1974",1974,7.74,0.59,"normal"
"1975",1975,7.98,0.58,"normal"
"1976",1976,7.96,0.58,"normal"
"1977",1977,7.87,0.59,"normal"
"1978",1978,7.72,0.59,"normal"
"1979",1979,7.94,0.58,"normal"
"1980",1980,7.98,0.58,"normal"
"1981",1981,7.71,0.59,"normal"
"1982",1982,7.97,0.58,"normal"
"1983",1983,7.92,0.59,"normal"
"1984",1984,7.74,0.59,"normal"
"1985",1985,7.94,0.58,"normal"
"1986",1986,7.84,0.59,"normal"
"1987",1987,7.98,0.58,"normal"
"1988",1988,7.68,0.59,"normal"
"1989",1989,7.07,0.62,"normal"
"1990",1990,7.84,0.59,"normal"
"1991",1991,7.94,0.58,"normal"
"1992",1992,7.63,0.6,"normal"
"1993",1993,7.52,0.6,"normal"
"1994",1994,8,0.58,"normal"
"1995",1995,7.98,0.58,"normal"
"1996",1996,7.95,0.58,"normal"
"1997",1997,7.65,0.6,"normal"
"1998",1998,7.94,0.58,"normal"
"1999",1999,7.79,0.59,"normal"
"2000",2000,7.75,0.59,"normal"
"2001",2001,7.77,0.59,"normal"
"2002",2002,7.81,0.59,"normal"
"2003",2003,7.15,0.62,"normal"
"2004",2004,7.33,0.61,"normal"
"2005",2005,7.76,0.59,"normal"
"2006",2006,7.94,0.58,"normal"
"2007",2007,7.89,0.59,"normal"
"2008",2008,7.37,0.61,"normal"
"2009",2009,8,0.58,"normal"
"2010",2010,7.92,0.59,"normal"
"2011",2011,7.91,0.59,"normal"
"2012",2012,7.9,0.59,"normal"
"2013",2013,7.84,0.59,"normal"
"2014",2014,7.73,0.59,"normal"
"2015",2015,7.98,0.58,"normal"
"2016",2016,7.93,0.58,"normal"
"2017",2017,7.96,0.58,"normal"
"2018",2018,7.93,0.58,"normal"
"2019",2019,7.99,0.58,"normal"
"2020",2020,7.99,0.58,"normal"
"2021",2021,7.98,0.58,"normal"
"2022",2022,7.94,0.58,"normal"
"2023",2023,7.97,0.58,"normal"
"2024",2024,7.33,0.61,"normal"
"2025",2025,7.76,0.59,"normal"
"2026",2026,7.78,0.59,"normal"
"2027",2027,7.88,0.59,"normal"
"2028",2028,7.9,0.59,"normal"
"2029",2029,7.97,0.58,"normal"
"2030",2030,7.84,0.59,"normal"
"2031",2031,7.92,0.59,"normal"
"2032",2032,7.44,0.6,"normal"
"2033",2033,7.94,0.58,"normal"
"2034",2034,8,0.58,"normal"
"2035",2035,7.92,0.59,"normal"
"2036",2036,7.5,0.6,"normal"
"2037",2037,7.73,0.59,"normal"
"2038",2038,6.8,0.63,"anomalia"
"2039",2039,7.82,0.59,"normal"
"2040",2040,7.29,0.61,"normal"
"2041",2041,8,0.58,"normal"
"2042",2042,7.99,0.58,"normal"
"2043",2043,7.76,0.59,"normal"
"2044",2044,7.99,0.58,"normal"
"2045",2045,7.99,0.58,"normal"
"2046",2046,7.88,0.59,"normal"
"2047",2047,7.59,0.6,"normal"
"2048",2048,7.96,0.58,"normal"
"2049",2049,7.89,0.59,"normal"
"2050",2050,7.95,0.58,"normal"
"2051",2051,7.93,0.58,"normal"
"2052",2052,7.72,0.59,"normal"
"2053",2053,7.94,0.58,"normal"
"2054",2054,7.8,0.59,"normal"
"2055",2055,7.99,0.58,"normal"
"2056",2056,7.65,0.6,"normal"
"2057",2057,7.84,0.59,"normal"
"2058",2058,7.82,0.59,"normal"
"2059",2059,7.75,0.59,"normal"
"2060",2060,7.58,0.6,"normal"
"2061",2061,7.19,0.61,"normal"
"2062",2062,7.97,0.58,"normal"
"2063",2063,7.88,0.59,"normal"
"2064",2064,7.89,0.59,"normal"
"2065",2065,7.91,0.59,"normal"
"2066",2066,7.86,0.59,"normal"
"2067",2067,7.98,0.58,"normal"
"2068",2068,7.95,0.58,"normal"
"2069",2069,7.99,0.58,"normal"
"2070",2070,7.91,0.59,"normal"
"2071",2071,7.9,0.59,"normal"
"2072",2072,7.92,0.59,"normal"
"2073",2073,7.9,0.59,"normal"
"2074",2074,7.85,0.59,"normal"
"2075",2075,8,0.58,"normal"
"2076",2076,7.93,0.58,"normal"
"2077",2077,7.79,0.59,"normal"
"2078",2078,7.91,0.59,"normal"
"2079",2079,7.95,0.58,"normal"
"2080",2080,7.97,0.58,"normal"
"2081",2081,7.87,0.59,"normal"
"2082",2082,7.98,0.58,"normal"
"2083",2083,7.88,0.59,"normal"
"2084",2084,7.82,0.59,"normal"
"2085",2085,7.77,0.59,"normal"
"2086",2086,7.95,0.58,"normal"
"2087",2087,7.96,0.58,"normal"
"2088",2088,7.54,0.6,"normal"
"2089",2089,7.8,0.59,"normal"
"2090",2090,7.47,0.6,"normal"
"2091",2091,7.88,0.59,"normal"
"2092",2092,7.76,0.59,"normal"
"2093",2093,7.86,0.59,"normal"
"2094",2094,7.92,0.59,"normal"
"2095",2095,7.95,0.58,"normal"
"2096",2096,7.87,0.59,"normal"
"2097",2097,7.96,0.58,"normal"
"2098",2098,7.85,0.59,"normal"
"2099",2099,7.97,0.58,"normal"
"2100",2100,7.81,0.59,"normal"
"2101",2101,7.94,0.58,"normal"
"2102",2102,7.96,0.58,"normal"
"2103",2103,7.96,0.58,"normal"
"2104",2104,7.73,0.59,"normal"
"2105",2105,7.29,0.61,"normal"
"2106",2106,7.86,0.59,"normal"
"2107",2107,7.05,0.62,"normal"
"2108",2108,7.92,0.59,"normal"
"2109",2109,7.98,0.58,"normal"
"2110",2110,7.57,0.6,"normal"
"2111",2111,7.93,0.58,"normal"
"2112",2112,7.75,0.59,"normal"
"2113",2113,7.79,0.59,"normal"
"2114",2114,7.96,0.58,"normal"
"2115",2115,7.98,0.58,"normal"
"2116",2116,7.54,0.6,"normal"
"2117",2117,7.94,0.58,"normal"
"2118",2118,7.22,0.61,"normal"
"2119",2119,7.9,0.59,"normal"
"2120",2120,7.77,0.59,"normal"
"2121",2121,7.81,0.59,"normal"
"2122",2122,8,0.58,"normal"
"2123",2123,7.77,0.59,"normal"
"2124",2124,7.94,0.58,"normal"
"2125",2125,7.98,0.58,"normal"
"2126",2126,7.93,0.58,"normal"
"2127",2127,7.65,0.6,"normal"
"2128",2128,7.99,0.58,"normal"
"2129",2129,7.99,0.58,"normal"
"2130",2130,8,0.58,"normal"
"2131",2131,7.75,0.59,"normal"
"2132",2132,6.43,0.65,"anomalia"
"2133",2133,7.99,0.58,"normal"
"2134",2134,7.91,0.59,"normal"
"2135",2135,7.84,0.59,"normal"
"2136",2136,7.72,0.59,"normal"
"2137",2137,7.69,0.59,"normal"
"2138",2138,7.91,0.59,"normal"
"2139",2139,7.96,0.58,"normal"
"2140",2140,7.71,0.59,"normal"
"2141",2141,7.82,0.59,"normal"
"2142",2142,7.97,0.58,"normal"
"2143",2143,7.89,0.59,"normal"
"2144",2144,7.91,0.59,"normal"
"2145",2145,8,0.58,"normal"
"2146",2146,7.9,0.59,"normal"
"2147",2147,7.75,0.59,"normal"
"2148",2148,7.85,0.59,"normal"
"2149",2149,7.47,0.6,"normal"
"2150",2150,6.7,0.64,"anomalia"
"2151",2151,7.95,0.58,"normal"
"2152",2152,7.96,0.58,"normal"
"2153",2153,7.95,0.58,"normal"
"2154",2154,7.73,0.59,"normal"
"2155",2155,7.97,0.58,"normal"
"2156",2156,7.97,0.58,"normal"
"2157",2157,7.93,0.58,"normal"
"2158",2158,7.96,0.58,"normal"
"2159",2159,7.97,0.58,"normal"
"2160",2160,7.89,0.59,"normal"
"2161",2161,7.9,0.59,"normal"
"2162",2162,7.96,0.58,"normal"
"2163",2163,7.97,0.58,"normal"
"2164",2164,7.74,0.59,"normal"
"2165",2165,6.96,0.62,"normal"
"2166",2166,7.92,0.59,"normal"
"2167",2167,7.86,0.59,"normal"
"2168",2168,7.97,0.58,"normal"
"2169",2169,7.1,0.62,"normal"
"2170",2170,7.78,0.59,"normal"
"2171",2171,7.85,0.59,"normal"
"2172",2172,7.99,0.58,"normal"
"2173",2173,7.37,0.61,"normal"
"2174",2174,7.73,0.59,"normal"
"2175",2175,7.93,0.58,"normal"
"2176",2176,7.95,0.58,"normal"
"2177",2177,7.74,0.59,"normal"
"2178",2178,7.97,0.58,"normal"
"2179",2179,7.86,0.59,"normal"
"2180",2180,7.97,0.58,"normal"
"2181",2181,7.54,0.6,"normal"
"2182",2182,7.37,0.61,"normal"
"2183",2183,7.89,0.59,"normal"
"2184",2184,7.56,0.6,"normal"
"2185",2185,7.69,0.59,"normal"
"2186",2186,7.51,0.6,"normal"
"2187",2187,7.04,0.62,"normal"
"2188",2188,7.89,0.59,"normal"
"2189",2189,7.86,0.59,"normal"
"2190",2190,7.66,0.6,"normal"
"2191",2191,8,0.58,"normal"
"2192",2192,7.96,0.58,"normal"
"2193",2193,7.93,0.58,"normal"
"2194",2194,7.92,0.59,"normal"
"2195",2195,6.69,0.64,"anomalia"
"2196",2196,7.27,0.61,"normal"
"2197",2197,7.29,0.61,"normal"
"2198",2198,7.97,0.58,"normal"
