Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio
CA-2011-127299;JL-15835;OFF-ST-10003722;67,344;6;7,96
CA-2011-121573;SG-20605;OFF-BI-10000666;48,896;2;7,96
TU-2011-7510;FG-4260;FUR-OFF-10004495;137,208;2;7,96
KG-2014-6890;DB-3270;OFF-BIC-10002440;48,66;1;7,96
KE-2012-5090;JO-5145;OFF-ELD-10004324;126,96;1;7,96
AO-2013-1640;IG-5085;OFF-AME-10000360;95,04;2;7,96
TU-2012-1600;AH-195;TEC-BRO-10000381;153,192;2;7,96
MX-2012-101280;BP-11290;OFF-EN-10003175;54,18;3;7,96
MX-2013-118577;Dp-13240;OFF-ST-10000886;131,66;1;7,95
ES-2013-4667673;MF-18250;OFF-ST-10003305;95,88;4;7,95
ES-2012-3610510;RW-19690;OFF-AR-10003247;22,05;1;7,95
ID-2011-68372;DK-12985;OFF-SU-10002161;47,52;4;7,95
ID-2012-13058;JE-15745;TEC-AC-10003276;137,0262;1;7,95
CA-2014-109085;CK-12325;FUR-FU-10004973;30,144;2;7,95
UG-2012-4480;NS-8640;FUR-DAN-10004940;123,066;1;7,95
AG-2012-7530;AA-480;FUR-DEF-10000346;110,1;1;7,95
TU-2014-7440;MM-7260;FUR-SAF-10000593;49,848;2;7,95
UZ-2014-5310;NM-8520;OFF-CAR-10001577;99,54;2;7,95
MO-2014-9330;NK-8490;OFF-ACC-10000808;60,24;2;7,95
MX-2013-139353;RD-19480;OFF-SU-10004119;87,96;3;7,95
MX-2012-124611;FM-14290;OFF-EN-10003425;73,92;3;7,95
MX-2014-117240;AZ-10750;FUR-BO-10001585;227,12;2;7,94
MX-2014-137736;PM-19135;OFF-AR-10000833;67,72;2;7,94
ES-2014-2192694;JS-15685;OFF-BI-10000563;65,28;8;7,94
ES-2012-2662262;AF-10885;OFF-ST-10001025;108,48;2;7,94
ES-2013-1218192;ZC-21910;OFF-AR-10004492;268,5;5;7,94
ES-2012-5575159;NG-18430;OFF-ST-10004550;45,846;2;7,94
IN-2011-31692;RF-19735;TEC-PH-10000297;54,1824;1;7,94
KE-2014-8570;ES-4020;OFF-GLO-10001348;29,79;1;7,94
MX-2013-116232;RA-19945;OFF-AR-10000422;44,4;3;7,94
MX-2013-160521;RL-19615;TEC-CO-10004570;63,64848;1;7,94
MX-2011-155299;BF-11275;FUR-BO-10004162;68,676;1;7,93
MX-2014-111899;BS-11365;OFF-AR-10004373;59,1;3;7,93
MX-2011-131856;JH-15985;OFF-SU-10002169;54,66;3;7,93
ES-2014-2013796;GH-14410;FUR-FU-10001717;71,28;3;7,93
ES-2013-1446055;DM-13525;FUR-FU-10000567;52,38;3;7,93
ES-2013-2355379;KB-16405;OFF-BI-10001685;33,45;5;7,93
ES-2011-1689666;FO-14305;OFF-SU-10003267;50,46;2;7,93
ES-2011-4862124;CA-11965;OFF-AR-10001606;40,38;2;7,93
IT-2012-2892113;DL-13330;FUR-CH-10000667;86,256;4;7,93
ES-2012-2873417;CS-12250;OFF-EN-10004120;120,06;6;7,93
IT-2013-1366976;AT-10435;FUR-BO-10003903;71,4;1;7,93
ID-2014-76324;JF-15190;OFF-SU-10002543;80,2314;6;7,93
IN-2011-69366;AG-10270;TEC-PH-10003823;123,753;2;7,93
CA-2012-102015;TM-21010;OFF-ST-10001713;105,98;2;7,93
CA-2012-103870;SP-20860;FUR-BO-10002853;131,104;2;7,93
CG-2013-5440;FW-4395;OFF-BOS-10001711;48,87;1;7,93
MO-2013-3740;SP-10860;FUR-SAF-10002529;59,82;1;7,93
TZ-2014-6820;LT-7110;TEC-BEL-10001971;84,3;2;7,93
NI-2013-7110;MC-7275;FUR-HAR-10004129;54,711;1;7,93
MX-2014-127208;EM-14095;TEC-AC-10001756;86,04;3;7,93
MX-2014-160549;AM-10360;FUR-FU-10004960;130,48;4;7,93
ES-2012-2332844;BT-11680;OFF-BI-10004328;97,92;4;7,92
ES-2013-5414306;KW-16570;OFF-ST-10002172;154,953;3;7,92
ES-2013-1989144;CJ-11875;OFF-PA-10004694;157,59;3;7,92
IT-2014-4809306;MK-18160;TEC-MA-10004198;86,115;1;7,92
IN-2014-32665;SL-20155;FUR-BO-10003706;148,17;2;7,92
CA-2013-166226;TC-21535;TEC-PH-10003357;61,192;1;7,92
CA-2013-138282;AH-10690;OFF-AP-10001366;87,84;8;7,92
AO-2011-8430;MA-7995;OFF-ELD-10000124;48;1;7,92
SA-2014-9840;JH-5985;OFF-ADV-10003050;33,18;2;7,92
TU-2014-980;TD-10995;TEC-EPS-10003277;104,412;1;7,92
IR-2013-6650;CM-2235;OFF-KIT-10001609;140,94;2;7,92
AJ-2014-5740;LW-6825;FUR-TEN-10001809;50,46;1;7,92
US-2012-115966;CB-12025;FUR-CH-10001374;127,68;3;7,92
US-2013-150791;MM-17260;TEC-AC-10002749;81;5;7,92
US-2012-111269;JL-15130;OFF-PA-10001708;37,44;3;7,91
ES-2013-1001647;DD-13570;OFF-PA-10003956;66,48;4;7,91
IT-2012-5101377;SJ-20125;TEC-MA-10002424;111,96;3;7,91
ES-2012-4997791;DB-13060;OFF-FA-10004734;49,77;3;7,91
IN-2014-41044;SS-20590;OFF-FA-10003626;56,16;4;7,91
IN-2011-11021;VM-21685;OFF-SU-10000997;88,668;2;7,91
ID-2011-43977;CM-12115;OFF-ST-10000287;79,5804;4;7,91
ID-2013-63570;TR-21325;OFF-ST-10004315;116,391;1;7,91
NI-2011-5810;CY-2745;TEC-HP -10004590;90,414;1;7,91
MX-2014-110121;JR-15670;OFF-ST-10004800;81,48;7;7,91
MX-2011-152597;RC-19825;FUR-FU-10003066;88,08;2;7,9
ES-2012-5776825;PS-19045;OFF-ST-10002354;177,282;1;7,9
ES-2014-5160909;KM-16375;OFF-AR-10001190;80,865;3;7,9
ES-2013-5246151;EM-14095;OFF-ST-10002172;154,953;3;7,9
ES-2011-3609014;JE-15610;OFF-BI-10000538;90,99;2;7,9
ID-2013-12624;JJ-15760;TEC-AC-10002482;81,27;3;7,9
IN-2011-12043;CS-11845;FUR-CH-10003846;176,19;1;7,9
IN-2012-21339;LL-16840;OFF-LA-10002139;36,72;3;7,9
ID-2013-25742;SC-20695;TEC-AC-10000051;113,949;2;7,9
IN-2014-76576;NW-18400;OFF-BI-10004098;63,24;2;7,9
US-2014-101784;PO-18850;FUR-CH-10001146;122,136;3;7,9
CA-2011-102330;AI-10855;OFF-LA-10003923;88,8;6;7,9
CA-2014-118003;DO-13645;FUR-CH-10003817;182,22;3;7,9
SA-2014-9070;JS-5940;OFF-STA-10000247;50,73;1;7,9
IZ-2013-1300;KC-6255;FUR-SAF-10002529;59,82;1;7,9
MX-2012-154088;MC-17275;OFF-ST-10004930;144,64;4;7,9
MX-2011-131856;JH-15985;OFF-PA-10000935;62,4;3;7,89
MX-2011-115014;DN-13690;OFF-SU-10001894;73,1;5;7,89
US-2014-169635;CM-12115;FUR-FU-10003622;35,1;5;7,89
ES-2011-3540276;AR-10405;TEC-AC-10001226;112,833;3;7,89
IN-2013-23908;KS-16300;OFF-BI-10002329;88,11;3;7,89
CA-2014-123981;RW-19630;TEC-PH-10002115;65,99;1;7,89
RS-2014-9350;MS-7770;OFF-AME-10000244;54,18;2;7,89
IZ-2011-3130;SG-10080;OFF-FIS-10000063;47,64;1;7,89
SF-2012-1840;BW-1065;OFF-FEL-10002399;39,36;2;7,89
SF-2011-3510;AS-630;OFF-AME-10001641;175,68;4;7,89
RS-2013-5950;CD-1920;OFF-KLE-10000552;46,17;1;7,89
MX-2011-108875;BF-11005;OFF-PA-10003492;39,56;2;7,89
US-2014-121293;MO-17950;FUR-CH-10000302;70,096;2;7,89
MX-2013-128706;JO-15280;OFF-ST-10004017;97,92;3;7,89
MX-2012-168431;LS-17245;FUR-BO-10001585;454,24;4;7,88
MX-2014-100895;ZC-21910;OFF-BI-10004491;75,42;9;7,88
IT-2011-2159764;JS-15685;OFF-EN-10003381;117,6;4;7,88
ES-2013-4058130;NP-18670;FUR-FU-10004422;103,2;2;7,88
IN-2013-38405;NM-18520;OFF-BI-10004666;100,92;2;7,88
IN-2014-77374;NL-18310;OFF-ST-10002714;62,6142;11;7,88
IN-2013-19645;BN-11515;OFF-ST-10003159;201,3165;5;7,88
IN-2013-51103;JG-15160;OFF-BI-10003582;52,56;6;7,88
IN-2011-75526;DM-12955;OFF-SU-10001731;80,1;3;7,88
CA-2011-117429;MR-17545;FUR-FU-10000222;129,92;5;7,88
CA-2012-103772;MP-17470;OFF-BI-10002867;119,56;2;7,88
MX-2012-136658;CC-12370;OFF-SU-10004246;39,4;2;7,88
MX-2011-140032;HE-14800;OFF-SU-10001421;103,08;3;7,88
US-2013-153661;TB-21400;FUR-CH-10001191;122,28;5;7,87
MX-2013-125108;JL-15130;FUR-CH-10002374;94,02;3;7,87
MX-2012-158988;JH-15985;OFF-EN-10001832;31,512;2;7,87
ES-2013-4380115;KC-16540;OFF-ST-10003931;128,385;3;7,87
ES-2012-3385452;CC-12370;OFF-SU-10004691;59,58;3;7,87
ES-2014-5335914;BS-11800;OFF-LA-10000425;76,44;7;7,87
IN-2014-20226;PB-19105;OFF-BI-10001312;84,78;3;7,87
IN-2011-22830;BM-11785;OFF-BI-10003098;42,6786;1;7,87
ID-2012-44495;KM-16225;OFF-PA-10002974;85,23;3;7,87
IN-2012-45097;HG-14845;OFF-BI-10003779;54,54;2;7,87
IN-2014-45426;LD-17005;OFF-EN-10001975;82,2;5;7,87
IN-2012-68911;AP-10915;OFF-FA-10003257;65,55;5;7,87
IN-2012-69695;DK-13225;FUR-FU-10004619;47,7;2;7,87
ID-2013-85102;BB-10990;OFF-EN-10000561;61,344;6;7,87
CA-2014-119305;SW-20275;OFF-ST-10000604;173,8;5;7,87
CA-2013-101693;LC-17140;FUR-CH-10001146;85,246;2;7,87
SA-2011-8680;SP-10620;OFF-SME-10004518;66,6;6;7,87
US-2013-161697;JA-15970;OFF-BI-10001987;81,744;4;7,86
ES-2013-1012206;PG-18895;OFF-PA-10004480;45,09;1;7,86
ES-2014-2189069;DW-13480;OFF-LA-10000425;43,68;4;7,86
IN-2013-35339;SK-19990;OFF-PA-10004815;65,6613;3;7,86
IN-2014-54995;KD-16270;TEC-AC-10001438;123,12;3;7,86
IN-2011-44593;LR-16915;OFF-PA-10000302;55,92;2;7,86
IN-2012-83170;MC-17425;OFF-SU-10000256;49,68;2;7,86
CA-2011-103429;LW-16825;OFF-BI-10004233;25,584;2;7,86
CA-2014-160122;RD-19930;FUR-CH-10000422;127,386;2;7,86
CA-2011-155264;RP-19270;OFF-PA-10003228;146,73;3;7,86
IR-2012-4640;YS-11880;TEC-KON-10001017;241,32;2;7,86
MO-2014-890;AB-600;OFF-STA-10004108;49,74;1;7,86
CM-2014-8250;JS-6030;OFF-TEN-10002065;55,14;1;7,86
US-2013-144218;JC-15385;OFF-BI-10004908;82,656;14;7,86
US-2014-101756;KD-16615;TEC-AC-10003105;121,12;4;7,86
ES-2012-2446694;LF-17185;OFF-FA-10002017;65,7;6;7,85
ES-2012-5845607;DV-13045;FUR-BO-10004430;341,46;2;7,85
ID-2012-25315;AA-10645;OFF-FA-10002360;28,779;5;7,85
ID-2014-10048;TT-21460;OFF-BI-10001032;81,672;2;7,85
IN-2012-64116;AR-10345;TEC-CO-10002108;268,4538;2;7,85
ID-2013-48856;AF-10885;OFF-PA-10002109;119,1;5;7,85
IN-2014-35171;AR-10345;FUR-CH-10004049;93,042;2;7,85
ID-2014-65754;JP-15520;OFF-PA-10003338;96,39;7;7,85
IN-2011-50585;EM-14140;OFF-ST-10004496;99;6;7,85
IN-2012-81728;MS-17770;OFF-AR-10004077;26,94;1;7,85
CA-2011-153969;HF-14995;OFF-EN-10004483;78,35;5;7,85
US-2013-153815;KL-16555;OFF-PA-10002421;36,112;2;7,85
CA-2011-152422;BD-11635;OFF-AP-10002892;91,92;5;7,85
IZ-2014-5660;RW-9690;OFF-SAN-10004746;68,04;4;7,85
BO-2014-170;TC-11145;FUR-TEN-10003349;97,74;2;7,85
SF-2013-8640;KE-6420;TEC-STA-10001407;74,52;1;7,85
AO-2014-1550;SC-10020;OFF-ELD-10000124;48;1;7,85
MX-2013-144785;JM-15580;OFF-BI-10001254;164;5;7,85
MX-2013-147802;AO-10810;TEC-AC-10001246;78,44;2;7,84
MX-2014-100825;SW-20455;OFF-PA-10003911;129,04;4;7,84
US-2013-137589;BP-11095;TEC-AC-10002357;170,112;12;7,84
ES-2014-2455390;TP-21130;OFF-BI-10000323;82,35;3;7,84
ES-2014-1972860;NF-18475;OFF-EN-10003373;93,24;2;7,84
ID-2013-53084;TH-21100;TEC-AC-10002255;109,9485;3;7,84
ID-2012-57193;TS-21160;OFF-AR-10002109;78,507;3;7,84
IN-2011-73671;AR-10570;TEC-AC-10004195;143,7678;6;7,84
CA-2014-145737;AB-10165;OFF-PA-10001033;163,96;5;7,84
CA-2012-162201;AG-10495;FUR-FU-10001185;173,208;7;7,84
UP-2011-7680;SN-10560;OFF-OIC-10002161;74,16;6;7,84
CM-2012-390;BD-1605;OFF-ACM-10002816;59,22;2;7,84
UG-2013-250;BP-1185;FUR-SAF-10001956;131,283;1;7,84
MX-2011-142545;BP-11230;OFF-SU-10002402;70,74;3;7,83
IT-2013-3395178;PF-19165;TEC-AC-10004341;40,92;1;7,83
ES-2013-4132276;BT-11485;FUR-FU-10004579;132,03;3;7,83
ES-2014-1686107;JB-15400;OFF-SU-10003758;92,64;4;7,83
ES-2011-4816650;YS-21880;OFF-PA-10004267;117,18;6;7,83
IN-2011-13667;LW-16825;OFF-SU-10003527;30,84;2;7,83
IN-2012-72089;TB-21355;TEC-MA-10002029;99,63;1;7,83
US-2013-115819;JO-15280;OFF-AR-10004456;73,2;5;7,83
US-2014-125647;LC-16870;OFF-AP-10000390;73,176;6;7,83
SF-2013-9440;SJ-10125;TEC-BEL-10003177;81,69;1;7,83
EZ-2014-2460;EM-3810;OFF-BIN-10000327;109,08;4;7,83
IZ-2011-2730;CA-2310;FUR-TEN-10003050;51,84;1;7,83
RS-2012-3220;DH-3075;FUR-ADV-10000183;105,96;2;7,83
MX-2014-107930;RK-19300;OFF-PA-10003513;29,88;2;7,82
MX-2011-109155;MH-17440;OFF-BI-10004042;100,26;3;7,82
ES-2012-2368795;RB-19360;FUR-TA-10002568;172,029;1;7,82
ES-2014-4329629;MV-17485;OFF-ST-10002437;86,346;2;7,82
ES-2012-1927421;RF-19840;FUR-FU-10002539;146,61;3;7,82
ES-2011-5608714;CC-12685;OFF-AR-10002640;71,1;5;7,82
IT-2012-2965545;KW-16435;TEC-PH-10000292;99,765;3;7,82
ES-2013-1521931;BO-11425;OFF-SU-10003624;94,44;4;7,82
ES-2014-1530779;JM-15535;OFF-BI-10002570;84,78;3;7,82
US-2014-161193;BT-11680;FUR-FU-10001861;77,6;5;7,82
US-2011-114188;RF-19345;OFF-AR-10004511;38,52;9;7,82
CA-2014-131233;CS-12355;FUR-BO-10003441;242,352;3;7,82
CA-2012-110863;AA-10645;OFF-ST-10002756;541,24;4;7,82
US-2013-164945;CA-12055;OFF-BI-10001524;134,272;8;7,82
CA-2014-133718;TB-21520;OFF-PA-10002689;58,32;9;7,82
IS-2013-220;JM-5535;OFF-ACC-10004322;204,54;14;7,82
NI-2012-3590;PO-9180;FUR-DAN-10001462;36,882;1;7,82
RS-2014-4290;RP-9270;OFF-IBI-10002805;30,45;1;7,82
TU-2014-8880;GR-4560;OFF-STA-10000247;20,292;1;7,82
MX-2012-150616;RS-19765;OFF-ST-10003164;50;4;7,82
US-2013-123085;TB-21355;OFF-ST-10001346;51,36;1;7,82
MX-2011-153024;JH-16180;OFF-SU-10004663;90,2;5;7,82
MX-2013-159100;SE-20110;OFF-BI-10001533;131,52;4;7,81
MX-2013-140319;MH-17290;OFF-PA-10002328;36,4;4;7,81
US-2013-123841;JC-15385;OFF-AR-10002975;91,38;3;7,81
ES-2011-4620955;VM-21835;OFF-AR-10001269;59,22;2;7,81
ES-2014-4017894;DN-13690;OFF-ST-10002555;178,551;1;7,81
ES-2012-1915501;MG-17680;TEC-AC-10000929;81,42;2;7,81
IN-2014-24608;MO-17500;OFF-ST-10002505;84,078;6;7,81
CA-2013-145842;FM-14380;OFF-ST-10000419;40,74;3;7,81
CA-2011-160766;DM-13015;OFF-EN-10001099;68,46;7;7,81
CA-2014-145779;DB-13615;OFF-PA-10002254;84,416;4;7,81
MD-2012-7840;JK-5205;OFF-WIL-10001801;55,98;2;7,81
CM-2014-6610;MC-8130;OFF-KRA-10001967;119,88;6;7,81
KZ-2013-7130;SC-10695;FUR-TEN-10000525;30,15;2;7,81
MX-2014-120880;VP-21730;TEC-AC-10002357;106,32;3;7,8
US-2014-127894;HH-15010;OFF-AR-10002677;27,936;4;7,8
ES-2012-2183106;DK-13150;OFF-AP-10001882;100,176;2;7,8
IT-2013-3470979;AM-10360;FUR-FU-10002094;90,666;3;7,8
IN-2013-65075;GZ-14470;OFF-ST-10000752;136,38;1;7,8
ID-2013-72936;EB-13705;OFF-EN-10003619;95,4954;6;7,8
IN-2011-35178;Dp-13240;OFF-EN-10001315;113,64;4;7,8
ID-2013-55961;PW-19240;OFF-LA-10002020;33,9465;5;7,8
ID-2014-81938;BP-11050;OFF-ST-10000022;83,808;8;7,8
CA-2014-164826;JF-15415;OFF-LA-10001297;72,45;7;7,8
US-2013-161844;DK-12835;FUR-TA-10001676;79,974;3;7,8
CA-2014-134565;TB-21400;OFF-ST-10004804;102,96;2;7,8
US-2012-129007;KD-16615;OFF-BI-10001628;25,032;3;7,8
PL-2012-5180;TS-11160;OFF-WIL-10000390;58,08;4;7,8
NI-2012-8830;TW-11025;OFF-BRE-10004211;27,297;1;7,8
IR-2014-5040;DO-3435;OFF-GRE-10000216;31,2;1;7,8
TU-2014-5240;AG-300;FUR-BAR-10004553;126,348;1;7,8
PL-2014-6080;FM-4290;OFF-STI-10001957;46,32;4;7,8
CM-2014-2920;HD-4785;OFF-ELD-10001694;127,92;1;7,8
MX-2013-164315;JD-15895;OFF-AR-10000655;118,48;4;7,8
MX-2014-160738;SW-20275;FUR-FU-10004816;150,3;5;7,79
ES-2012-5365524;BT-11305;OFF-FA-10004257;97,5;5;7,79
ES-2014-5335914;BK-11260;OFF-AR-10001777;148,5;3;7,79
IT-2014-1365674;JH-15820;TEC-MA-10003558;75,6;3;7,79
IT-2013-5386152;JC-16105;FUR-FU-10000298;116,34;5;7,79
ES-2012-5578260;MS-17530;TEC-MA-10002435;315,981;3;7,79
ES-2011-3846264;LH-17020;OFF-FA-10004734;99,54;6;7,79
ES-2013-3515972;AH-10195;OFF-EN-10004895;80,1;2;7,79
ES-2012-3422940;ML-17410;OFF-AR-10002156;73,5;5;7,79
ES-2013-1568724;BV-11245;OFF-ST-10001554;120,717;1;7,79
ID-2012-28780;AB-10015;TEC-PH-10001478;123,504;2;7,79
IN-2013-51502;CC-12370;OFF-BI-10000089;141,75;5;7,79
ID-2011-59293;JD-16015;TEC-AC-10001639;65,5875;3;7,79
CA-2012-124919;SP-20650;OFF-PA-10001950;58,38;7;7,79
CA-2012-139731;JE-15745;TEC-AC-10004975;263,88;3;7,79
US-2014-103828;JK-15370;OFF-AP-10004249;83,79;7;7,79
US-2014-115595;XP-21865;OFF-PA-10001745;35,2;5;7,79
CG-2011-7070;DM-3525;OFF-SAN-10002323;46,74;1;7,79
EG-2014-9300;BD-1620;OFF-TEN-10004210;106,56;2;7,79
SA-2011-1930;AA-375;OFF-STA-10001968;105,3;2;7,79
US-2011-129161;MS-17980;FUR-FU-10000065;87,912;4;7,79
ES-2012-3637663;AG-10495;OFF-FA-10002248;57,75;7;7,78
IT-2011-2556136;RD-19930;FUR-CH-10001802;206,4;2;7,78
IT-2013-3060899;DL-13495;OFF-ST-10001222;87,21;2;7,78
ES-2011-5608714;CC-12685;TEC-MA-10004896;72,93;1;7,78
ES-2014-4875323;TG-21310;FUR-CH-10000568;68,352;2;7,78
ES-2014-2524646;BF-11275;OFF-AR-10001461;113,76;2;7,78
ID-2012-16243;JM-16195;OFF-EN-10002671;54,4416;2;7,78
IN-2012-84906;DP-13105;OFF-AR-10000179;103,56;2;7,78
CA-2014-140844;AR-10405;OFF-PA-10003892;97,82;2;7,78
CA-2014-100111;SV-20365;FUR-CH-10003061;80,991;1;7,78
CA-2013-108196;CS-12505;TEC-AC-10000926;59,976;3;7,78
CA-2012-8910;NG-8355;OFF-SME-10003752;128,43;1;7,78
EG-2014-490;LR-7035;OFF-ELD-10000967;69,84;4;7,78
MX-2011-160108;SG-20080;FUR-CH-10001810;96;2;7,78
US-2011-124989;PF-19165;FUR-FU-10004460;67;4;7,78
MX-2014-144407;BP-11155;OFF-ST-10002463;102,4;4;7,78
ES-2011-1712442;AM-10360;OFF-AR-10001599;205,44;4;7,77
ES-2012-3246286;JH-15430;TEC-AC-10003334;95,64;2;7,77
ES-2013-1598291;LR-16915;OFF-PA-10001736;89,19;3;7,77
ES-2013-2850467;AR-10825;TEC-PH-10003774;176,88;2;7,77
ES-2014-4308323;MC-17275;OFF-BI-10003440;22,14;4;7,77
IN-2012-71200;TP-21415;OFF-BI-10000590;80,3772;2;7,77
IN-2011-18854;RB-19795;OFF-AR-10004780;119,88;6;7,77
IN-2014-27807;JG-15310;OFF-SU-10002547;101,493;7;7,77
IN-2014-28038;DH-13075;FUR-CH-10004365;129;1;7,77
IN-2012-44691;FM-14380;OFF-PA-10002771;60,156;4;7,77
IN-2012-47757;JF-15415;OFF-SU-10001689;78,84;2;7,77
CA-2011-164385;NB-18580;OFF-AP-10002191;143,952;3;7,77
CA-2011-141173;JC-16105;OFF-ST-10000885;67,15;5;7,77
TU-2013-2580;MT-8070;OFF-CAR-10002942;139,968;12;7,77
UP-2012-7030;AG-675;OFF-SAN-10002015;85,68;6;7,77
CG-2014-6640;DR-2880;TEC-SAN-10003336;113,7;2;7,77
EG-2011-3570;AJ-780;FUR-HON-10003137;167,34;2;7,77
NI-2014-130;TB-11520;OFF-STO-10001916;81,27;14;7,77
MX-2014-114930;KN-16390;FUR-FU-10001142;67,08;2;7,76
IT-2014-3438902;GR-14560;OFF-EN-10004649;86,625;5;7,76
ES-2012-1845274;CC-12370;OFF-AR-10001462;95,76;6;7,76
ES-2012-2456263;TS-21085;OFF-PA-10002755;83,25;3;7,76
ES-2011-3793897;CC-12550;TEC-MA-10003198;71,91;1;7,76
ES-2012-1074279;JE-15715;OFF-LA-10001541;33,39;3;7,76
IN-2012-11014;MD-17860;OFF-ST-10003121;73,35;3;7,76
IN-2014-65817;CC-12610;TEC-AC-10001090;83,58;2;7,76
ID-2011-82785;KT-16480;OFF-EN-10000824;142,992;8;7,76
CA-2013-116547;KB-16585;FUR-FU-10000076;79,92;4;7,76
US-2014-167402;CP-12085;OFF-AR-10004010;209,94;6;7,76
MZ-2011-8050;CS-2505;FUR-ELD-10002511;58,17;1;7,76
CF-2014-8240;VB-11745;FUR-HON-10001627;166,14;1;7,76
MX-2013-161109;BC-11125;OFF-AP-10004569;229,3;5;7,76
US-2014-157630;LR-16915;OFF-SU-10002816;121,716;7;7,76
MX-2014-113397;TB-21175;OFF-AR-10003245;102,72;3;7,76
MX-2014-137939;RC-19825;OFF-ST-10002598;73,52;2;7,76
US-2014-101770;TC-21145;TEC-AC-10001407;30,816;2;7,75
IT-2011-5091991;JM-15865;OFF-ST-10002271;122,4;4;7,75
ES-2012-5836794;KM-16660;OFF-BI-10003616;48,3;1;7,75
ES-2013-5504072;EH-14125;OFF-EN-10000890;52,47;3;7,75
IN-2013-22095;JG-15115;OFF-ST-10001824;144;6;7,75
ID-2014-48583;AB-10015;OFF-ST-10004857;72,708;5;7,75
ID-2013-40694;FA-14230;OFF-FA-10001375;59,8158;6;7,75
CA-2012-132906;CC-12145;OFF-SU-10004498;51,52;4;7,75
CA-2011-151078;RF-19840;OFF-ST-10001328;49,632;4;7,75
CA-2014-137918;JK-15730;OFF-SU-10000898;97,3;7;7,75
IR-2013-8670;BD-1620;FUR-HON-10004632;106,2;2;7,75
UP-2014-2460;MF-8250;OFF-SAN-10004288;90,96;2;7,75
SA-2011-1830;MM-7260;OFF-NOV-10000512;41,28;4;7,75
TU-2011-3880;DS-3030;OFF-ELI-10003911;104,904;6;7,75
RS-2013-1560;CS-2490;OFF-ENE-10001291;56,94;2;7,75
US-2012-163370;DJ-13420;OFF-AR-10000481;52,86;5;7,75
US-2014-135748;CM-12160;FUR-FU-10001480;36,024;2;7,74
MX-2012-126704;PL-18925;FUR-FU-10000251;146,7;5;7,74
IT-2011-3203475;BO-11425;TEC-PH-10002079;119,61;3;7,74
IT-2012-1125357;RC-19960;FUR-CH-10001278;103,302;2;7,74
ES-2012-4797383;DG-13300;FUR-FU-10002017;219,3;5;7,74
ID-2011-12596;CM-12235;OFF-ST-10002066;135,1182;2;7,74
IN-2014-44264;SW-20755;FUR-FU-10000666;109,89;1;7,74
CA-2011-154781;SC-20680;TEC-AC-10000474;94,99;1;7,74
PL-2014-9630;DE-3255;TEC-PAN-10000131;118,05;1;7,74
MO-2014-7020;AG-330;OFF-WIL-10004697;78,12;6;7,74
BU-2012-4360;JC-5340;OFF-AVE-10003740;48,3;1;7,74
MX-2013-139661;SN-20560;OFF-PA-10004385;37,716;7;7,74
US-2013-119781;CD-11920;TEC-AC-10003964;31,8;2;7,74
MX-2012-117842;PT-19090;OFF-SU-10001722;50,12;2;7,74
US-2013-102596;TZ-21445;OFF-ST-10002371;113,28;2;7,74
MX-2014-137400;VG-21805;OFF-PA-10004531;79,28;4;7,74
MX-2013-152912;TW-21025;OFF-SU-10004794;63,32;2;7,73
ES-2012-1663353;ML-18265;OFF-ST-10000020;52,86;2;7,73
ES-2011-5610862;JH-16180;OFF-SU-10004230;37,98;2;7,73
ES-2014-4295205;CM-12235;OFF-PA-10001492;29,91;1;7,73
ID-2014-54792;CG-12040;OFF-BI-10004589;41,514;1;7,73
IN-2014-26981;JM-15865;OFF-LA-10000861;65,55;5;7,73
ID-2012-79999;GH-14425;OFF-ST-10004228;60,654;2;7,73
US-2013-144211;CS-12130;TEC-PH-10002890;108,576;3;7,73
TZ-2013-4050;EH-4185;TEC-ENE-10002254;84,96;1;7,73
NG-2014-5720;EC-4050;OFF-STI-10001651;47,49;1;7,73
MX-2013-106516;JG-15115;OFF-SU-10000294;76,74;3;7,72
ES-2012-3869925;HG-14965;OFF-AR-10004986;101,43;7;7,72
ES-2014-5583177;AH-10195;OFF-BI-10004644;38,1;5;7,72
IN-2014-27891;VP-21760;OFF-SU-10004938;166,8;4;7,72
IN-2014-71886;ME-17320;OFF-SU-10004938;83,4;2;7,72
IN-2014-73265;MT-17815;OFF-BI-10000006;67,92;4;7,72
IN-2014-25917;CS-12490;TEC-PH-10003487;143,52;2;7,72
IN-2013-53819;TB-21595;OFF-EN-10004755;61,47;3;7,72
ID-2013-34177;BK-11260;FUR-TA-10000147;99,828;2;7,72
IN-2012-33512;AR-10510;OFF-PA-10000951;32,64;1;7,72
IN-2014-63766;MK-18160;OFF-BI-10003265;87,36;7;7,72
IN-2012-68561;BN-11515;TEC-CO-10003250;427,59;3;7,72
IN-2014-40428;AS-10135;OFF-SU-10002911;132,84;6;7,72
CA-2014-142034;KB-16240;TEC-AC-10002305;72;4;7,72
MX-2014-160451;MS-17980;TEC-PH-10000347;184,76;2;7,72
MX-2012-151680;NK-18490;OFF-AP-10003979;193,98;3;7,72
US-2011-151624;ML-17410;FUR-CH-10003697;94,128;3;7,72
MX-2013-111983;ER-13855;OFF-AR-10004920;75,76;2;7,72
MX-2014-149622;DB-12910;OFF-ST-10000028;124,26;3;7,71
MX-2011-126648;CD-12280;OFF-AP-10003400;113,88;3;7,71
