ID Pedido;Data Pedido;Data Envio;Modo Envio;Prioridade Pedido
CA-2014-123029;01-10-2014;03-10-2014;Segunda Classe;Alto
US-2012-114524;03-09-2012;07-09-2012;Classe Padrao;Medio
IN-2014-11259;06-08-2014;08-08-2014;Primeira Classe;Medio
CA-2011-131247;30-03-2011;04-04-2011;Classe Padrao;Medio
ES-2014-1162801;04-08-2014;10-08-2014;Classe Padrao;Medio
ES-2011-1436413;18-03-2011;22-03-2011;Classe Padrao;Alto
IN-2014-21423;02-10-2014;07-10-2014;Classe Padrao;Medio
CA-2014-130351;06-12-2014;09-12-2014;Primeira Classe;Alto
CA-2012-131534;28-03-2012;02-04-2012;Classe Padrao;Medio
IR-2012-1650;22-09-2012;27-09-2012;Segunda Classe;Medio
ES-2012-3429212;05-09-2012;08-09-2012;Segunda Classe;Medio
WA-2012-7870;07-08-2012;07-08-2012;Mesmo Dia;Alto
MX-2014-154557;21-08-2014;25-08-2014;Segunda Classe;Alto
ES-2014-1783355;26-12-2014;30-12-2014;Classe Padrao;Alto
IN-2013-11994;07-03-2013;09-03-2013;Segunda Classe;Medio
CA-2014-107958;03-07-2014;06-07-2014;Primeira Classe;Medio
MX-2014-162173;29-04-2014;02-05-2014;Primeira Classe;Alto
IN-2014-20702;08-12-2014;13-12-2014;Classe Padrao;Alto
CA-2013-136329;10-07-2013;14-07-2013;Classe Padrao;Medio
CA-2014-117485;24-09-2014;30-09-2014;Classe Padrao;Medio
MZ-2013-3540;17-09-2013;22-09-2013;Classe Padrao;Medio
ID-2014-13618;02-12-2014;06-12-2014;Segunda Classe;Medio
MX-2014-132738;21-06-2014;21-06-2014;Mesmo Dia;Critico
US-2012-134439;21-11-2012;26-11-2012;Classe Padrao;Medio
US-2013-104017;12-10-2013;17-10-2013;Classe Padrao;Medio
US-2014-126914;23-04-2014;27-04-2014;Classe Padrao;Medio
IT-2014-3629752;09-01-2014;10-01-2014;Mesmo Dia;Medio
IN-2012-26337;05-06-2012;10-06-2012;Classe Padrao;Medio
MX-2011-130064;23-06-2011;27-06-2011;Classe Padrao;Medio
MX-2014-108889;11-03-2014;16-03-2014;Classe Padrao;Medio
MX-2012-119333;25-08-2012;01-09-2012;Classe Padrao;Baixo
ES-2011-3793897;10-05-2011;15-05-2011;Classe Padrao;Medio
IN-2012-80055;02-08-2012;04-08-2012;Primeira Classe;Alto
ID-2011-19505;23-11-2011;29-11-2011;Classe Padrao;Baixo
TU-2011-5220;27-09-2011;01-10-2011;Segunda Classe;Medio
BO-2012-4390;11-09-2012;17-09-2012;Classe Padrao;Medio
ES-2012-2424030;15-05-2012;20-05-2012;Segunda Classe;Medio
GH-2013-2810;17-06-2013;22-06-2013;Segunda Classe;Medio
MX-2014-106978;02-09-2014;06-09-2014;Classe Padrao;Medio
MX-2011-145989;12-04-2011;17-04-2011;Classe Padrao;Medio
US-2013-147746;13-12-2013;18-12-2013;Segunda Classe;Medio
TU-2014-540;19-12-2014;22-12-2014;Primeira Classe;Alto
MX-2011-149034;07-09-2011;11-09-2011;Classe Padrao;Medio
ES-2012-3520629;28-09-2012;02-10-2012;Segunda Classe;Alto
IN-2013-16544;20-11-2013;25-11-2013;Classe Padrao;Medio
US-2012-153500;03-07-2012;05-07-2012;Primeira Classe;Medio
RS-2011-9100;20-12-2011;25-12-2011;Classe Padrao;Medio
ES-2013-5581781;28-08-2013;01-09-2013;Classe Padrao;Alto
IT-2012-5122607;03-12-2012;03-12-2012;Mesmo Dia;Alto
MX-2013-168886;06-08-2013;13-08-2013;Classe Padrao;Baixo
MX-2013-150637;22-01-2013;26-01-2013;Classe Padrao;Alto
IN-2013-35962;14-10-2013;19-10-2013;Classe Padrao;Medio
CA-2014-128783;08-09-2014;08-09-2014;Mesmo Dia;Medio
ES-2014-3549128;11-06-2014;13-06-2014;Primeira Classe;Critico
CA-2013-159345;18-06-2013;23-06-2013;Classe Padrao;Alto
MX-2013-146073;20-11-2013;21-11-2013;Primeira Classe;Alto
IN-2012-16166;29-06-2012;02-07-2012;Segunda Classe;Medio
CA-2014-156818;12-07-2014;14-07-2014;Segunda Classe;Alto
IN-2012-39007;26-12-2012;30-12-2012;Classe Padrao;Alto
ID-2014-75631;06-06-2014;08-06-2014;Primeira Classe;Alto
IR-2011-590;15-06-2011;20-06-2011;Classe Padrao;Medio
EG-2014-8740;18-12-2014;22-12-2014;Segunda Classe;Alto
IN-2014-14850;26-12-2014;31-12-2014;Classe Padrao;Medio
TU-2014-6490;04-02-2014;10-02-2014;Classe Padrao;Medio
MX-2014-102995;12-08-2014;16-08-2014;Segunda Classe;Medio
ES-2013-3093926;18-06-2013;23-06-2013;Classe Padrao;Medio
IT-2013-1574228;18-11-2013;22-11-2013;Classe Padrao;Medio
ID-2011-75232;14-06-2011;19-06-2011;Classe Padrao;Medio
IT-2012-3587497;18-08-2012;22-08-2012;Classe Padrao;Medio
US-2011-164259;29-12-2011;02-01-2012;Classe Padrao;Alto
MX-2011-124338;14-04-2011;19-04-2011;Classe Padrao;Alto
MX-2013-131142;17-07-2013;21-07-2013;Classe Padrao;Alto
ES-2014-1308719;17-03-2014;22-03-2014;Classe Padrao;Medio
CA-2014-165491;21-03-2014;25-03-2014;Classe Padrao;Medio
TU-2014-2500;30-04-2014;04-05-2014;Segunda Classe;Medio
MX-2011-130400;28-12-2011;31-12-2011;Primeira Classe;Medio
IN-2013-16117;01-08-2013;03-08-2013;Primeira Classe;Critico
CA-2014-115651;10-07-2014;13-07-2014;Primeira Classe;Critico
MO-2013-7280;05-12-2013;08-12-2013;Primeira Classe;Critico
AG-2013-2690;07-09-2013;10-09-2013;Segunda Classe;Critico
TZ-2014-4810;18-11-2014;18-11-2014;Mesmo Dia;Critico
IS-2014-4780;08-10-2014;10-10-2014;Segunda Classe;Critico
MX-2013-134600;30-09-2013;02-10-2013;Segunda Classe;Alto
MX-2014-149041;18-09-2014;23-09-2014;Classe Padrao;Medio
CA-2011-104283;27-06-2011;01-07-2011;Classe Padrao;Medio
MX-2014-162957;18-09-2014;20-09-2014;Segunda Classe;Alto
MX-2012-111885;21-12-2012;25-12-2012;Segunda Classe;Medio
IN-2011-59993;21-02-2011;23-02-2011;Segunda Classe;Medio
IN-2012-18763;05-12-2012;09-12-2012;Classe Padrao;Medio
US-2011-114188;20-05-2011;22-05-2011;Segunda Classe;Alto
MX-2014-112753;11-06-2014;16-06-2014;Classe Padrao;Medio
MX-2014-138814;28-08-2014;01-09-2014;Classe Padrao;Medio
IT-2014-5936992;15-04-2014;21-04-2014;Classe Padrao;Medio
CA-2011-121769;08-04-2011;12-04-2011;Classe Padrao;Medio
IR-2014-9810;25-06-2014;27-06-2014;Segunda Classe;Alto
SF-2013-2650;01-06-2013;07-06-2013;Classe Padrao;Medio
US-2013-122238;24-05-2013;31-05-2013;Classe Padrao;Medio
IN-2014-32266;01-08-2014;05-08-2014;Segunda Classe;Medio
SA-2012-4650;16-11-2012;21-11-2012;Classe Padrao;Medio
ES-2011-5421072;04-08-2011;09-08-2011;Segunda Classe;Medio
IR-2013-5740;08-04-2013;10-04-2013;Primeira Classe;Alto
IZ-2013-9650;08-03-2013;14-03-2013;Classe Padrao;Medio
MX-2011-101105;22-09-2011;28-09-2011;Classe Padrao;Medio
MX-2013-119011;28-06-2013;05-07-2013;Classe Padrao;Baixo
ES-2011-5539778;11-08-2011;13-08-2011;Primeira Classe;Alto
IT-2013-4518589;23-09-2013;27-09-2013;Classe Padrao;Alto
IN-2011-69366;09-01-2011;14-01-2011;Classe Padrao;Medio
CA-2013-7340;10-06-2013;12-06-2013;Segunda Classe;Alto
AU-2014-800;14-07-2014;16-07-2014;Primeira Classe;Alto
US-2011-153591;20-01-2011;25-01-2011;Classe Padrao;Medio
CA-2014-127313;02-12-2014;05-12-2014;Primeira Classe;Alto
RO-2014-8430;17-08-2014;19-08-2014;Primeira Classe;Medio
ES-2013-1953205;23-01-2013;25-01-2013;Segunda Classe;Medio
ES-2014-2194172;21-10-2014;27-10-2014;Classe Padrao;Medio
MX-2012-164623;09-03-2012;16-03-2012;Classe Padrao;Baixo
MX-2011-159688;18-07-2011;22-07-2011;Classe Padrao;Medio
IN-2014-32385;29-12-2014;03-01-2015;Segunda Classe;Alto
CA-2014-137463;17-12-2014;21-12-2014;Segunda Classe;Medio
MX-2014-164728;28-04-2014;02-05-2014;Classe Padrao;Medio
RS-2014-9040;29-05-2014;30-05-2014;Primeira Classe;Alto
ES-2013-2061669;30-12-2013;02-01-2014;Primeira Classe;Alto
IT-2014-3087072;13-12-2014;19-12-2014;Classe Padrao;Medio
IT-2014-5935536;07-02-2014;09-02-2014;Primeira Classe;Critico
IN-2013-78907;18-01-2013;24-01-2013;Classe Padrao;Medio
CM-2013-7560;06-06-2013;10-06-2013;Classe Padrao;Medio
SF-2014-2790;12-05-2014;16-05-2014;Classe Padrao;Alto
ES-2014-5693371;10-01-2014;12-01-2014;Primeira Classe;Medio
IN-2011-30586;26-10-2011;28-10-2011;Segunda Classe;Medio
US-2013-149797;05-07-2013;11-07-2013;Classe Padrao;Medio
MX-2014-106859;12-03-2014;16-03-2014;Classe Padrao;Alto
MX-2011-144260;13-10-2011;15-10-2011;Segunda Classe;Critico
IT-2012-1252410;17-12-2012;19-12-2012;Segunda Classe;Critico
CA-2014-151484;21-04-2014;24-04-2014;Primeira Classe;Medio
PL-2013-8940;15-04-2013;19-04-2013;Classe Padrao;Medio
UP-2011-5210;27-10-2011;01-11-2011;Classe Padrao;Medio
MX-2014-129980;23-09-2014;25-09-2014;Segunda Classe;Alto
ES-2013-4569090;29-08-2013;03-09-2013;Classe Padrao;Medio
ES-2013-4825636;02-01-2013;03-01-2013;Primeira Classe;Medio
ZA-2014-8330;12-08-2014;12-08-2014;Mesmo Dia;Alto
CA-2013-114482;22-11-2013;26-11-2013;Segunda Classe;Medio
US-2012-160332;15-09-2012;17-09-2012;Primeira Classe;Critico
ES-2012-3420594;02-07-2012;08-07-2012;Classe Padrao;Baixo
ES-2012-2170704;21-06-2012;25-06-2012;Classe Padrao;Medio
ES-2013-3724793;13-08-2013;18-08-2013;Classe Padrao;Medio
ES-2014-2631855;19-03-2014;26-03-2014;Classe Padrao;Medio
TU-2013-1100;08-06-2013;14-06-2013;Classe Padrao;Medio
US-2013-116561;31-10-2013;04-11-2013;Classe Padrao;Medio
ES-2013-2309313;09-09-2013;11-09-2013;Segunda Classe;Alto
CA-2014-135069;11-04-2014;15-04-2014;Classe Padrao;Medio
IT-2013-3774709;27-06-2013;28-06-2013;Primeira Classe;Alto
CA-2014-101434;21-06-2014;28-06-2014;Classe Padrao;Medio
MX-2011-100335;29-12-2011;01-01-2012;Segunda Classe;Critico
MX-2013-136651;25-11-2013;27-11-2013;Primeira Classe;Medio
ES-2011-4880899;25-01-2011;30-01-2011;Classe Padrao;Medio
IN-2011-86642;30-05-2011;04-06-2011;Classe Padrao;Medio
ES-2013-1985580;18-03-2013;24-03-2013;Classe Padrao;Medio
IR-2013-5360;18-12-2013;19-12-2013;Primeira Classe;Critico
EG-2011-5100;11-11-2011;13-11-2011;Primeira Classe;Medio
US-2013-164161;10-12-2013;13-12-2013;Segunda Classe;Alto
ES-2013-2219250;24-09-2013;29-09-2013;Classe Padrao;Medio
MX-2014-115483;28-06-2014;05-07-2014;Classe Padrao;Medio
ES-2011-3616229;08-07-2011;12-07-2011;Segunda Classe;Medio
CA-2013-123274;19-02-2013;24-02-2013;Classe Padrao;Medio
BU-2012-360;27-11-2012;03-12-2012;Classe Padrao;Baixo
MZ-2013-6890;08-08-2013;12-08-2013;Classe Padrao;Medio
MX-2014-124296;22-10-2014;25-10-2014;Segunda Classe;Medio
ES-2014-3954413;25-12-2014;31-12-2014;Classe Padrao;Medio
IT-2012-5481346;13-11-2012;18-11-2012;Classe Padrao;Medio
ES-2013-3508441;15-05-2013;20-05-2013;Classe Padrao;Medio
ID-2014-40281;30-12-2014;04-01-2015;Classe Padrao;Medio
IN-2011-28017;24-10-2011;29-10-2011;Classe Padrao;Alto
NI-2013-5430;31-05-2013;04-06-2013;Classe Padrao;Alto
US-2012-140004;17-09-2012;17-09-2012;Mesmo Dia;Critico
ID-2014-17279;26-08-2014;28-08-2014;Segunda Classe;Critico
CA-2013-113341;26-11-2013;30-11-2013;Classe Padrao;Medio
TU-2012-4060;27-11-2012;27-11-2012;Mesmo Dia;Medio
ES-2014-1190374;21-01-2014;27-01-2014;Classe Padrao;Medio
ES-2012-3045167;20-11-2012;24-11-2012;Classe Padrao;Alto
US-2011-138828;02-09-2011;03-09-2011;Primeira Classe;Critico
US-2014-165358;19-07-2014;24-07-2014;Classe Padrao;Medio
IZ-2012-6610;27-04-2012;01-05-2012;Classe Padrao;Medio
ES-2014-1000157;26-06-2014;28-06-2014;Primeira Classe;Medio
IN-2014-20961;09-04-2014;10-04-2014;Primeira Classe;Critico
SU-2013-1710;17-04-2013;20-04-2013;Segunda Classe;Critico
UP-2013-3560;06-12-2013;12-12-2013;Classe Padrao;Medio
IN-2013-38979;18-10-2013;24-10-2013;Classe Padrao;Medio
US-2012-122910;12-05-2012;16-05-2012;Classe Padrao;Medio
TU-2013-4760;26-12-2013;31-12-2013;Classe Padrao;Medio
MX-2014-163426;10-09-2014;16-09-2014;Classe Padrao;Medio
IT-2013-4217001;10-10-2013;14-10-2013;Segunda Classe;Medio
ES-2013-4522703;11-03-2013;15-03-2013;Classe Padrao;Alto
IN-2013-21192;30-08-2013;05-09-2013;Classe Padrao;Medio
YM-2012-9880;03-04-2012;07-04-2012;Classe Padrao;Alto
MX-2013-147060;29-07-2013;02-08-2013;Classe Padrao;Medio
TU-2014-7290;18-05-2014;23-05-2014;Classe Padrao;Alto
ES-2014-5838092;07-11-2014;11-11-2014;Classe Padrao;Medio
ES-2013-3922541;25-02-2013;28-02-2013;Segunda Classe;Alto
IT-2014-2448536;18-08-2014;23-08-2014;Classe Padrao;Medio
TU-2013-7590;13-11-2013;15-11-2013;Primeira Classe;Medio
IT-2013-4993682;04-12-2013;08-12-2013;Classe Padrao;Medio
ES-2013-4054650;12-08-2013;15-08-2013;Segunda Classe;Medio
ID-2014-55114;13-10-2014;15-10-2014;Primeira Classe;Alto
CA-2012-167255;27-09-2012;29-09-2012;Segunda Classe;Alto
MX-2014-120607;18-06-2014;25-06-2014;Classe Padrao;Medio
CA-2011-143917;25-07-2011;27-07-2011;Segunda Classe;Alto
CA-2012-112116;16-03-2012;18-03-2012;Segunda Classe;Medio
CA-2011-163559;23-09-2011;28-09-2011;Segunda Classe;Medio
AG-2014-2040;01-01-2014;06-01-2014;Classe Padrao;Alto
MX-2012-155733;03-09-2012;10-09-2012;Classe Padrao;Baixo
ES-2012-2110783;28-12-2012;03-01-2013;Classe Padrao;Medio
ES-2012-1363320;02-04-2012;05-04-2012;Primeira Classe;Critico
US-2013-147711;04-09-2013;09-09-2013;Segunda Classe;Medio
AG-2012-6020;20-08-2012;24-08-2012;Classe Padrao;Alto
CG-2011-9150;03-05-2011;07-05-2011;Classe Padrao;Alto
MX-2012-165463;31-03-2012;04-04-2012;Classe Padrao;Medio
US-2013-123841;03-09-2013;08-09-2013;Classe Padrao;Medio
MX-2014-167115;11-04-2014;16-04-2014;Classe Padrao;Medio
ES-2012-5205311;24-08-2012;26-08-2012;Segunda Classe;Alto
ES-2013-3609962;19-08-2013;23-08-2013;Classe Padrao;Medio
IT-2012-5130228;23-01-2012;29-01-2012;Classe Padrao;Medio
IN-2013-60805;20-05-2013;22-05-2013;Segunda Classe;Alto
IN-2014-71256;01-05-2014;06-05-2014;Segunda Classe;Medio
CG-2011-3680;15-12-2011;19-12-2011;Classe Padrao;Alto
MX-2013-112543;06-03-2013;11-03-2013;Classe Padrao;Alto
ES-2012-4541942;26-11-2012;30-11-2012;Classe Padrao;Medio
CA-2014-121398;26-12-2014;30-12-2014;Classe Padrao;Medio
US-2012-118906;10-03-2012;10-03-2012;Mesmo Dia;Critico
US-2014-130533;15-08-2014;22-08-2014;Classe Padrao;Medio
ID-2011-11392;05-09-2011;07-09-2011;Segunda Classe;Critico
IN-2014-32077;09-01-2014;13-01-2014;Classe Padrao;Medio
GH-2013-4820;24-01-2013;29-01-2013;Classe Padrao;Medio
US-2011-126452;21-06-2011;23-06-2011;Segunda Classe;Alto
MX-2014-150917;03-04-2014;04-04-2014;Primeira Classe;Alto
ES-2014-1620754;31-01-2014;03-02-2014;Primeira Classe;Alto
ID-2013-70808;24-12-2013;28-12-2013;Classe Padrao;Alto
IN-2014-82183;06-10-2014;11-10-2014;Classe Padrao;Medio
CA-2014-153822;20-09-2014;26-09-2014;Classe Padrao;Baixo
ID-2012-13450;23-10-2012;28-10-2012;Classe Padrao;Medio
TX-2012-690;15-11-2012;19-11-2012;Classe Padrao;Medio
ES-2013-5238037;30-05-2013;04-06-2013;Classe Padrao;Medio
IN-2012-68918;18-10-2012;24-10-2012;Classe Padrao;Medio
MX-2014-157560;26-09-2014;28-09-2014;Primeira Classe;Alto
MX-2013-147634;20-07-2013;24-07-2013;Classe Padrao;Medio
IT-2014-1978058;13-11-2014;15-11-2014;Segunda Classe;Alto
IT-2012-2472329;22-03-2012;26-03-2012;Classe Padrao;Alto
CA-2014-121580;30-05-2014;05-06-2014;Classe Padrao;Baixo
MX-2012-154088;14-05-2012;19-05-2012;Classe Padrao;Medio
MX-2011-132878;13-12-2011;17-12-2011;Classe Padrao;Alto
MX-2014-148978;24-11-2014;24-11-2014;Mesmo Dia;Alto
IT-2012-1180980;26-04-2012;01-05-2012;Segunda Classe;Medio
IT-2012-2292455;26-12-2012;30-12-2012;Classe Padrao;Alto
IN-2012-32343;29-08-2012;02-09-2012;Classe Padrao;Medio
IN-2012-63934;13-09-2012;18-09-2012;Segunda Classe;Alto
IN-2014-23754;31-12-2014;07-01-2015;Classe Padrao;Medio
TU-2014-40;08-05-2014;13-05-2014;Classe Padrao;Medio
ES-2013-5264926;01-11-2013;05-11-2013;Segunda Classe;Medio
MX-2012-144841;15-02-2012;21-02-2012;Classe Padrao;Medio
MX-2014-148572;22-09-2014;24-09-2014;Segunda Classe;Alto
IN-2013-17671;09-08-2013;09-08-2013;Mesmo Dia;Alto
IN-2011-51523;09-12-2011;15-12-2011;Classe Padrao;Medio
IN-2011-73244;29-07-2011;01-08-2011;Primeira Classe;Medio
TU-2013-5580;05-08-2013;08-08-2013;Primeira Classe;Alto
ES-2013-5588419;14-02-2013;19-02-2013;Segunda Classe;Medio
IN-2014-23383;24-06-2014;26-06-2014;Segunda Classe;Alto
CA-2011-151792;02-09-2011;07-09-2011;Segunda Classe;Medio
SF-2013-430;21-10-2013;26-10-2013;Classe Padrao;Medio
ES-2013-5507103;08-02-2013;13-02-2013;Classe Padrao;Medio
IT-2011-5078476;26-03-2011;01-04-2011;Classe Padrao;Baixo
ID-2013-36368;25-10-2013;30-10-2013;Classe Padrao;Medio
CA-2012-161998;01-05-2012;05-05-2012;Classe Padrao;Medio
CA-2012-135727;11-05-2012;16-05-2012;Segunda Classe;Medio
MX-2014-156979;27-11-2014;30-11-2014;Primeira Classe;Alto
MX-2011-141782;01-09-2011;04-09-2011;Segunda Classe;Medio
IT-2014-4533109;22-08-2014;28-08-2014;Classe Padrao;Medio
IT-2014-4197253;16-08-2014;17-08-2014;Primeira Classe;Critico
IN-2012-40897;06-04-2012;11-04-2012;Segunda Classe;Medio
IN-2014-35346;14-08-2014;18-08-2014;Classe Padrao;Alto
IN-2012-60385;16-12-2012;21-12-2012;Classe Padrao;Medio
CT-2011-6350;27-01-2011;29-01-2011;Segunda Classe;Critico
MX-2011-120397;15-09-2011;17-09-2011;Segunda Classe;Alto
MX-2012-145058;13-06-2012;18-06-2012;Classe Padrao;Medio
ES-2014-2116393;20-06-2014;23-06-2014;Segunda Classe;Alto
IT-2013-4099543;07-11-2013;09-11-2013;Primeira Classe;Critico
IN-2012-11623;28-08-2012;28-08-2012;Mesmo Dia;Critico
US-2014-119816;05-03-2014;07-03-2014;Segunda Classe;Alto
CA-2011-130673;20-05-2011;22-05-2011;Segunda Classe;Alto
ZI-2011-9280;11-02-2011;15-02-2011;Classe Padrao;Alto
NI-2011-1440;18-11-2011;20-11-2011;Primeira Classe;Medio
ES-2011-1010958;01-06-2011;06-06-2011;Classe Padrao;Alto
IN-2011-31524;09-11-2011;16-11-2011;Classe Padrao;Baixo
CA-2011-127586;26-09-2011;30-09-2011;Classe Padrao;Medio
KE-2012-1400;24-10-2012;29-10-2012;Classe Padrao;Medio
GV-2011-7450;27-10-2011;31-10-2011;Classe Padrao;Medio
ES-2012-4291867;12-03-2012;18-03-2012;Classe Padrao;Medio
SF-2013-8130;02-10-2013;09-10-2013;Classe Padrao;Medio
MO-2014-340;14-11-2014;18-11-2014;Classe Padrao;Medio
EG-2012-5130;05-01-2012;09-01-2012;Classe Padrao;Alto
EZ-2012-1620;22-02-2012;24-02-2012;Segunda Classe;Medio
IT-2012-1509619;05-01-2012;09-01-2012;Classe Padrao;Medio
ES-2012-1684145;15-12-2012;19-12-2012;Classe Padrao;Medio
IN-2012-61918;28-12-2012;02-01-2013;Classe Padrao;Medio
CA-2014-100223;06-07-2014;11-07-2014;Classe Padrao;Medio
SA-2011-1630;21-09-2011;25-09-2011;Classe Padrao;Medio
RS-2014-3230;20-02-2014;22-02-2014;Primeira Classe;Alto
CA-2013-100041;21-11-2013;26-11-2013;Classe Padrao;Medio
US-2013-131429;20-03-2013;24-03-2013;Classe Padrao;Medio
ES-2014-3878729;31-03-2014;04-04-2014;Classe Padrao;Medio
IN-2013-34142;12-07-2013;14-07-2013;Segunda Classe;Medio
ID-2012-66496;11-09-2012;11-09-2012;Mesmo Dia;Alto
IN-2012-81581;12-05-2012;16-05-2012;Classe Padrao;Alto
CA-2012-109862;25-10-2012;30-10-2012;Classe Padrao;Medio
SG-2011-1770;15-08-2011;18-08-2011;Primeira Classe;Medio
ES-2012-2680511;01-05-2012;04-05-2012;Segunda Classe;Alto
ID-2014-65754;18-06-2014;22-06-2014;Classe Padrao;Medio
SF-2014-5740;04-11-2014;08-11-2014;Classe Padrao;Alto
ES-2011-1517387;01-03-2011;08-03-2011;Classe Padrao;Baixo
ES-2014-3497227;31-08-2014;03-09-2014;Primeira Classe;Alto
MX-2013-167738;07-11-2013;11-11-2013;Segunda Classe;Medio
US-2011-138842;29-12-2011;02-01-2012;Classe Padrao;Alto
CA-2014-131366;25-11-2014;30-11-2014;Classe Padrao;Medio
IT-2014-4709866;11-08-2014;17-08-2014;Classe Padrao;Medio
IN-2012-28801;10-12-2012;12-12-2012;Primeira Classe;Alto
CA-2014-121083;10-07-2014;16-07-2014;Classe Padrao;Medio
ES-2014-4937476;12-11-2014;14-11-2014;Segunda Classe;Medio
IN-2013-15410;23-04-2013;27-04-2013;Classe Padrao;Alto
IN-2014-57529;09-07-2014;15-07-2014;Classe Padrao;Medio
CA-2014-138163;18-11-2014;21-11-2014;Primeira Classe;Critico
CG-2012-7100;15-06-2012;20-06-2012;Classe Padrao;Medio
CG-2014-5040;25-07-2014;29-07-2014;Classe Padrao;Alto
MX-2014-129203;19-03-2014;24-03-2014;Classe Padrao;Alto
IR-2013-450;03-06-2013;03-06-2013;Mesmo Dia;Alto
MX-2013-119970;25-06-2013;01-07-2013;Classe Padrao;Medio
MX-2011-107328;29-06-2011;03-07-2011;Classe Padrao;Medio
MX-2014-113292;30-12-2014;03-01-2015;Classe Padrao;Medio
ID-2014-81259;23-05-2014;27-05-2014;Segunda Classe;Medio
SA-2014-3590;18-06-2014;22-06-2014;Classe Padrao;Alto
IR-2014-5430;02-10-2014;04-10-2014;Primeira Classe;Critico
ES-2013-5305308;29-03-2013;31-03-2013;Segunda Classe;Medio
ES-2012-4632904;29-10-2012;04-11-2012;Classe Padrao;Medio
SF-2013-2340;09-11-2013;11-11-2013;Primeira Classe;Medio
IN-2012-61953;24-10-2012;29-10-2012;Classe Padrao;Medio
CA-2012-5710;03-09-2012;06-09-2012;Segunda Classe;Medio
ES-2014-1287554;30-04-2014;02-05-2014;Segunda Classe;Alto
ES-2013-5039157;03-09-2013;08-09-2013;Classe Padrao;Medio
IN-2013-57774;27-05-2013;31-05-2013;Classe Padrao;Medio
IN-2013-62128;15-06-2013;21-06-2013;Classe Padrao;Medio
IN-2013-80202;21-06-2013;27-06-2013;Classe Padrao;Medio
IN-2014-85417;21-08-2014;26-08-2014;Classe Padrao;Medio
MX-2012-106082;27-08-2012;28-08-2012;Primeira Classe;Alto
MX-2011-158771;04-01-2011;11-01-2011;Classe Padrao;Medio
ES-2011-3369614;22-09-2011;26-09-2011;Classe Padrao;Alto
ES-2011-5253790;27-06-2011;28-06-2011;Mesmo Dia;Alto
CA-2014-132339;20-08-2014;24-08-2014;Classe Padrao;Medio
MX-2013-113075;18-01-2013;25-01-2013;Classe Padrao;Baixo
MX-2012-120257;28-12-2012;02-01-2013;Classe Padrao;Medio
MX-2013-156447;30-05-2013;03-06-2013;Classe Padrao;Medio
US-2013-158603;12-05-2013;18-05-2013;Classe Padrao;Medio
ES-2013-1669743;05-08-2013;08-08-2013;Primeira Classe;Critico
IN-2011-23138;28-11-2011;03-12-2011;Segunda Classe;Medio
IR-2013-2540;01-09-2013;08-09-2013;Classe Padrao;Baixo
SF-2014-5020;27-11-2014;03-12-2014;Classe Padrao;Medio
US-2012-117982;10-11-2012;13-11-2012;Primeira Classe;Medio
MX-2011-163629;18-05-2011;24-05-2011;Classe Padrao;Baixo
ES-2012-1778547;10-08-2012;15-08-2012;Classe Padrao;Medio
ES-2013-1535265;07-09-2013;14-09-2013;Classe Padrao;Medio
CA-2012-128139;03-07-2012;09-07-2012;Classe Padrao;Medio
CA-2012-143616;27-09-2012;29-09-2012;Segunda Classe;Critico
ES-2012-4681472;05-12-2012;09-12-2012;Classe Padrao;Medio
IN-2012-38951;12-09-2012;16-09-2012;Classe Padrao;Medio
US-2012-150483;15-10-2012;22-10-2012;Classe Padrao;Medio
ID-2012-23516;24-09-2012;01-10-2012;Classe Padrao;Medio
CA-2011-138317;21-06-2011;25-06-2011;Classe Padrao;Medio
UP-2014-4650;28-03-2014;02-04-2014;Classe Padrao;Medio
EG-2012-5470;26-10-2012;28-10-2012;Segunda Classe;Alto
NI-2012-1630;10-08-2012;14-08-2012;Classe Padrao;Alto
US-2011-161984;23-09-2011;25-09-2011;Primeira Classe;Alto
ES-2012-1663353;15-02-2012;17-02-2012;Segunda Classe;Alto
ES-2014-2283801;01-01-2014;05-01-2014;Segunda Classe;Medio
IN-2014-45755;19-08-2014;23-08-2014;Classe Padrao;Medio
MX-2014-135818;09-05-2014;10-05-2014;Primeira Classe;Alto
ES-2014-1112955;14-11-2014;20-11-2014;Classe Padrao;Medio
ID-2012-73391;12-03-2012;17-03-2012;Classe Padrao;Medio
CA-2014-127460;11-07-2014;15-07-2014;Classe Padrao;Alto
CA-2014-123638;28-06-2014;05-07-2014;Classe Padrao;Medio
CA-2013-166380;31-05-2013;04-06-2013;Classe Padrao;Alto
ES-2013-4916727;15-05-2013;21-05-2013;Classe Padrao;Medio
IN-2014-44138;30-06-2014;07-07-2014;Classe Padrao;Baixo
IN-2011-11350;14-02-2011;18-02-2011;Classe Padrao;Medio
TU-2012-2840;24-08-2012;30-08-2012;Classe Padrao;Medio
ES-2014-5860410;21-08-2014;24-08-2014;Primeira Classe;Alto
ES-2014-5405782;03-09-2014;07-09-2014;Classe Padrao;Medio
ES-2011-5858551;22-09-2011;26-09-2011;Classe Padrao;Medio
ID-2014-14514;19-05-2014;26-05-2014;Classe Padrao;Baixo
IN-2013-17132;06-04-2013;10-04-2013;Classe Padrao;Medio
TO-2013-9330;07-08-2013;08-08-2013;Primeira Classe;Critico
EG-2014-4200;23-06-2014;30-06-2014;Classe Padrao;Baixo
