Id_Funcionario,Idade,Genero,Estado Civil,Departamento,Funcao,Viagem,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual
543,52,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,319,2,3,7969,2,S,14,3,28,4,5,4,0,4
544,45,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,192,3,4,2654,3,N,21,4,8,3,2,2,0,2
546,52,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1490,3,4,16555,2,N,13,3,31,2,5,2,1,4
547,42,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,532,3,3,4556,2,N,11,3,19,3,5,4,0,2
548,30,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,317,1,4,6091,2,N,20,4,11,2,5,4,0,2
549,60,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,422,3,1,19566,5,N,11,3,33,5,29,8,11,10
550,46,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,1485,3,3,4810,2,N,14,3,19,5,10,7,0,8
551,42,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,1368,2,4,4523,0,N,11,3,7,4,6,5,0,4
554,24,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1448,3,2,3202,1,S,16,3,6,4,5,3,1,4
555,34,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,296,1,3,2351,0,N,16,3,3,3,2,2,1,0
556,38,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,1490,3,4,1702,1,S,23,4,1,3,1,0,0,0
558,40,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1398,3,3,18041,0,N,14,3,21,2,20,15,1,12
560,26,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1349,3,4,2886,1,N,22,4,3,3,3,2,0,2
562,30,Masculino,Casado,Data Science,Analista de Dados,Apenas Local,1400,3,4,2097,4,N,15,3,9,3,5,3,1,4
564,29,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,986,2,3,11935,1,N,18,3,10,2,10,2,0,7
565,29,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,408,2,2,2546,5,N,16,3,6,2,2,2,1,1
566,19,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,489,2,4,2564,1,N,12,3,1,3,1,0,0,0
567,30,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,1398,3,1,8412,0,N,11,3,10,3,9,8,7,8
568,57,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,210,2,4,14118,3,N,12,3,32,3,1,0,0,0
569,50,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1099,2,3,17046,0,N,15,3,28,2,27,10,15,7
571,30,Feminino,Solteiro,Data Science,Analista de Dados,Apenas Local,1116,3,4,2564,0,N,14,3,12,2,11,7,6,7
573,60,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1499,2,1,10266,4,N,19,3,22,5,18,13,13,11
574,47,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,983,3,4,5070,5,N,13,3,20,2,5,0,0,4
575,46,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1009,3,3,17861,6,N,13,3,26,2,3,2,0,1
577,35,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,144,1,3,4230,0,N,15,3,6,2,5,4,4,3
578,54,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,548,3,3,3780,7,N,11,3,19,3,1,0,0,0
579,34,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1303,2,3,2768,3,N,12,3,14,3,7,3,5,7
580,46,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1125,2,4,9071,2,S,19,3,15,3,3,2,1,2
581,31,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,1274,3,2,10648,1,N,25,4,13,6,13,8,0,8
582,33,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1277,3,3,13610,7,S,12,3,15,2,7,6,7,7
584,33,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,587,1,4,3408,7,N,13,3,8,2,4,3,1,3
585,30,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,413,3,2,2983,0,N,14,3,4,3,3,2,1,2
586,35,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1276,3,3,7632,4,S,12,3,10,2,8,7,0,0
587,31,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,534,3,3,9824,3,N,12,3,12,2,1,0,0,0
590,34,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,988,3,1,9950,9,S,15,3,11,2,3,2,0,2
591,42,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,1474,3,3,2093,4,N,17,3,8,4,2,2,2,0
592,36,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,635,3,4,9980,1,N,14,3,10,3,10,3,9,7
593,22,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,1368,2,3,3894,5,N,16,3,4,3,2,2,1,2
595,48,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,163,3,4,4051,2,N,14,3,14,2,9,7,6,7
597,55,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1117,3,2,16835,3,N,23,4,37,2,10,9,7,7
599,41,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,267,3,4,6230,7,N,14,3,16,3,14,3,1,10
600,35,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,619,3,3,4717,9,N,11,3,15,2,11,9,6,9
601,40,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,302,3,3,13237,7,N,15,3,22,3,20,6,5,13
602,39,Feminino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,443,3,3,3755,1,N,11,3,8,3,8,3,0,7
604,31,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,828,3,4,6582,4,S,13,3,10,2,6,5,0,5
605,42,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,319,3,1,7406,1,S,21,4,10,5,10,9,5,8
606,45,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,561,3,2,4805,0,N,19,3,9,3,8,7,3,7
608,26,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,426,3,3,2741,0,S,11,3,8,2,7,7,1,0
611,29,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,232,3,4,4262,4,N,12,3,8,2,3,2,1,2
612,33,Feminino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,922,4,3,16184,4,N,19,3,10,2,6,1,0,5
613,31,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,688,2,4,11557,9,N,21,4,10,3,5,4,0,1
614,18,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,1306,3,2,1878,1,S,14,3,0,3,0,0,0,0
615,40,Masculino,Divorciado,Data Science,Cientista de Dados,Apenas Local,1094,1,1,10932,3,N,15,3,20,2,1,0,0,1
616,41,Feminino,Solteiro,Data Science,Engenheiro de Dados,Apenas Local,509,2,3,6811,2,S,17,3,10,3,8,7,0,7
618,26,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,775,3,3,4306,5,N,12,3,8,5,0,0,0,0
620,35,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,195,3,3,4859,1,N,16,3,5,3,5,4,0,3
621,34,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,258,4,4,5337,1,N,12,3,10,3,10,7,5,7
622,26,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,471,1,4,2340,1,S,18,3,1,3,1,0,0,0
623,37,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,799,3,4,7491,4,N,17,3,12,3,6,5,1,2
624,46,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,1034,3,3,10527,5,N,11,3,28,3,2,2,1,2
625,41,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1276,3,1,16595,7,N,16,3,22,2,18,16,11,8
626,37,Masculino,Divorciado,Data Science,Cientista de Dados,Apenas Local,142,3,2,8834,1,N,13,3,9,6,9,5,7,7
630,52,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,956,3,1,5577,3,S,12,3,18,3,10,9,6,9
631,32,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,1474,4,3,4707,8,N,12,3,6,2,4,2,1,2
632,24,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,535,3,4,2400,0,N,13,3,3,3,2,2,2,1
634,38,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1495,3,3,9824,3,N,19,3,18,4,1,0,0,0
635,37,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,446,3,2,6447,6,N,12,3,8,2,6,5,4,3
638,49,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,1245,2,3,19502,1,S,17,3,31,5,31,9,0,9
639,24,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,691,4,4,2725,1,S,11,3,6,3,6,5,1,4
641,26,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,703,3,2,6272,1,N,20,4,6,5,5,3,1,4
643,24,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,823,2,2,2127,1,N,21,4,1,2,1,0,0,0
644,50,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,1246,3,2,18200,1,N,11,3,32,2,32,5,10,7
645,25,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,622,3,3,2096,1,N,11,3,7,1,7,4,0,6
647,24,Feminino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,1287,3,3,2886,1,S,16,3,6,4,6,3,1,2
648,30,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,448,2,1,2033,1,N,18,3,1,2,1,0,0,0
649,34,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,254,2,4,3622,1,S,13,3,6,3,6,5,1,3
650,31,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1365,3,1,4233,2,N,17,3,9,2,3,1,1,2
652,35,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,538,2,4,3681,4,N,14,3,9,3,3,2,0,2
653,31,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,525,4,4,5460,4,N,22,4,13,4,7,7,5,7
655,27,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,798,2,3,2187,0,N,12,3,6,5,5,3,0,3
656,37,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,558,3,3,9602,4,S,11,3,17,3,3,0,1,0
657,20,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,959,2,2,2836,1,N,13,3,1,0,1,0,0,0
659,42,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,622,3,4,4089,1,N,13,3,10,4,10,2,2,2
661,43,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,782,2,4,16627,4,S,14,3,21,3,1,0,0,0
662,38,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,362,3,1,2619,3,N,17,3,8,3,0,0,0,0
663,43,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,1001,3,3,5679,3,S,13,3,10,3,8,7,4,7
664,48,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1236,2,1,15402,7,N,11,3,21,3,3,2,0,2
665,44,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1112,2,3,5985,4,N,11,3,10,1,2,2,0,2
666,34,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,204,3,3,2579,1,S,18,3,8,3,8,2,0,6
667,27,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1420,3,1,3041,0,N,11,3,5,3,4,3,0,2
669,21,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1343,3,3,3447,1,N,11,3,3,2,3,2,1,2
671,44,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1315,3,4,19513,4,S,12,3,26,2,2,2,0,1
675,22,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,604,3,3,2773,0,N,20,4,3,3,2,2,2,2
677,33,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1216,3,3,7104,0,N,12,3,6,3,5,0,1,2
679,32,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,646,3,4,6322,1,S,12,3,6,2,6,4,0,5
680,30,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,160,3,3,2083,1,N,20,4,1,2,1,0,0,0
682,53,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,238,3,1,8381,7,N,20,4,18,2,14,7,8,10
683,34,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1397,3,4,2691,1,N,12,3,10,4,10,9,8,8
684,45,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,306,3,1,4286,2,N,14,3,5,4,1,1,0,0
686,26,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,991,3,4,2659,1,S,13,3,3,2,3,2,0,2
689,37,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,482,3,3,9434,1,N,15,3,10,2,10,7,7,8
690,29,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1176,3,3,5561,1,N,14,3,6,5,6,0,1,2
691,35,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1017,1,4,6646,1,N,13,3,17,3,17,11,11,8
692,33,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Frequentemente,1296,3,4,7725,3,N,23,4,15,2,13,11,4,7
698,54,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,397,3,2,10725,2,N,15,3,16,1,9,7,7,1
699,36,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,913,2,2,8847,2,S,11,3,13,2,3,2,0,2
700,27,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1115,2,4,2045,0,N,13,3,5,0,4,2,1,1
701,20,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1362,3,3,1009,1,S,11,3,1,5,1,0,1,1
702,33,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,1076,3,1,3348,1,S,11,3,10,3,10,8,9,7
704,35,Masculino,Casado,Data Science,Analista de Dados,Apenas Local,727,2,3,1281,1,N,18,3,1,3,1,0,0,0
705,23,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,885,4,1,2819,2,N,16,3,5,3,3,2,0,2
707,25,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,810,4,2,4851,0,N,22,4,4,4,3,2,1,2
709,38,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,243,2,4,4028,0,N,20,4,8,2,7,7,0,5
710,29,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,806,1,4,2720,1,N,18,3,10,5,10,7,2,8
712,48,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,817,4,2,8120,3,N,12,3,12,3,2,2,2,2
714,27,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,1410,4,4,4647,1,S,20,4,6,3,6,5,0,4
715,37,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1225,4,4,4680,3,N,17,3,4,2,1,0,0,0
716,50,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1207,4,3,3221,1,S,11,3,20,3,20,8,3,8
717,34,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1442,2,2,8621,1,N,14,3,9,3,8,7,7,7
720,24,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,693,3,3,4577,9,N,14,3,4,3,2,2,2,0
721,39,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,408,2,3,4553,1,N,11,3,20,4,20,7,11,10
722,32,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,929,3,4,5396,1,N,12,3,10,2,10,7,0,8
723,50,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,562,3,3,6796,3,S,14,3,18,4,4,3,1,3
724,38,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,827,4,4,7625,0,N,13,3,10,4,9,7,1,8
725,27,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,608,3,1,7412,1,N,11,3,9,3,9,7,0,7
727,32,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,1018,3,4,11159,3,N,15,3,10,6,7,7,7,7
728,47,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,703,3,1,4960,2,N,12,3,20,2,7,7,1,7
729,40,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,580,2,1,10475,5,S,21,4,20,2,18,13,1,12
730,53,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,970,4,3,14814,3,N,19,3,32,3,5,1,1,3
731,41,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,427,2,4,19141,3,N,15,3,23,2,21,6,12,6
732,60,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1179,3,1,5405,8,N,14,3,10,1,2,2,2,2
733,27,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,294,3,1,8793,1,N,21,4,9,4,9,7,1,7
734,41,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,314,2,3,19189,1,N,12,3,22,3,22,7,2,10
738,50,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,316,3,2,3875,7,N,15,3,4,2,2,2,2,2
741,28,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,654,1,2,2216,7,S,13,3,10,4,7,7,3,7
742,36,Feminino,Casado,Data Science,Engenheiro Analitico,Apenas Local,427,4,1,11713,9,N,14,3,10,2,8,7,0,5
743,38,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,168,3,3,7861,4,S,14,3,10,4,1,0,0,0
744,44,Masculino,Solteiro,Data Science,Analista de Dados,Apenas Local,381,1,3,3708,2,N,14,3,9,5,5,2,1,4
746,47,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,217,3,3,13770,9,S,12,3,28,2,22,2,11,13
747,30,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,501,3,4,5304,7,N,23,4,10,2,8,7,7,7
749,29,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1396,3,3,2642,1,N,11,3,1,6,1,0,0,0
752,42,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,933,4,3,2759,6,S,12,3,7,2,2,2,2,2
754,43,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,775,2,4,6804,3,N,18,3,7,5,2,2,2,2
757,34,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,970,3,3,6142,3,N,11,3,10,2,5,1,4,3
758,23,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,650,3,1,2500,1,N,14,3,5,2,4,3,0,2
760,39,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,141,4,2,6389,9,N,15,3,12,3,8,3,3,6
762,56,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,832,3,4,11103,7,N,11,3,30,1,10,7,1,1
763,40,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,804,2,4,2342,0,S,20,4,5,2,4,2,2,3
764,27,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,975,2,1,6811,8,N,19,3,9,2,7,6,0,7
766,29,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1090,3,2,2297,1,N,14,3,2,2,2,2,2,2
769,53,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,346,3,4,2450,2,N,17,3,19,4,2,2,2,2
771,35,Feminino,Divorciado,Data Science,Engenheiro de Dados,Apenas Local,1225,3,1,5093,2,N,11,3,16,2,1,0,0,0
772,32,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,430,3,4,5309,1,N,15,3,10,2,10,8,4,7
773,38,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,268,3,3,3057,6,S,13,3,6,0,1,0,0,1
775,34,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,167,3,1,5121,3,N,14,3,7,3,0,0,0,0
776,52,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,621,2,1,16856,1,N,11,3,34,3,34,6,1,16
780,33,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,527,3,4,2686,1,S,13,3,10,2,10,9,7,8
781,25,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,883,3,4,6180,1,N,23,4,6,5,6,5,1,4
783,45,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,954,1,3,6632,0,N,13,3,9,3,8,7,3,1
784,23,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,310,4,3,3505,1,N,18,3,2,3,2,2,0,2
785,47,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,719,4,3,6397,4,S,12,3,8,2,5,4,1,3
786,34,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,304,3,4,6274,1,N,22,4,6,5,6,5,1,4
787,55,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,725,3,1,19859,5,S,13,3,24,2,5,2,1,4
789,36,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,1434,2,1,7587,1,N,15,3,10,1,10,7,0,9
791,52,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,715,3,4,4258,0,N,18,3,5,3,4,3,1,2
792,26,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,575,1,4,4364,3,N,14,3,5,2,2,2,2,0
793,29,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,657,3,3,4335,4,N,12,3,11,3,8,7,1,1
796,26,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1146,2,1,5326,6,N,17,3,6,2,4,3,1,2
797,34,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,182,4,4,3280,2,N,16,3,10,2,4,2,1,3
799,54,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,376,3,1,5485,9,S,11,3,9,4,5,3,1,4
800,27,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,829,3,4,4342,0,N,19,3,5,3,4,2,1,1
802,37,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,571,3,1,2782,0,S,13,3,6,3,5,3,4,3
803,38,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Frequentemente,240,4,1,5980,6,S,12,3,17,2,15,7,4,12
804,34,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,121,2,1,4381,1,N,11,3,6,3,6,5,1,3
805,35,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,384,3,4,2572,1,N,16,3,3,1,3,2,0,2
806,30,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,921,1,3,3833,3,N,21,4,7,2,2,2,0,2
807,40,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,791,4,2,4244,1,N,24,4,8,2,8,7,3,7
808,34,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1111,3,1,6500,5,N,17,3,6,1,3,2,1,2
809,42,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,570,3,4,18430,1,N,13,3,24,4,24,7,14,9
811,23,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1243,4,1,1601,1,S,21,4,1,2,0,0,0,0
812,24,Masculino,Divorciado,Data Science,Analista de Dados,Apenas Local,1092,2,2,2694,1,N,11,3,1,4,1,0,0,0
813,52,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1325,3,3,3149,8,N,20,4,9,3,5,2,1,4
815,50,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,691,3,3,17639,5,N,16,3,30,3,4,3,0,3
816,29,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,805,2,1,2319,1,S,11,3,1,1,1,0,0,0
817,33,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,213,3,3,11691,0,N,11,3,14,3,13,9,3,7
819,33,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,118,3,1,5324,5,N,15,3,6,3,3,2,0,2
820,47,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,202,3,4,16752,1,S,11,3,26,3,26,14,3,0
823,36,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,676,3,2,5228,0,N,15,3,10,2,9,7,0,5
824,29,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1252,4,3,2700,1,N,24,4,10,3,10,7,0,7
825,58,Masculino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,286,3,2,19246,7,S,12,3,40,2,31,15,13,8
826,35,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1258,4,3,2506,3,N,13,3,7,0,2,2,2,2
827,42,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,932,2,4,6062,9,S,13,3,8,4,4,3,0,2
828,28,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,890,3,3,4382,6,N,17,3,5,3,2,2,2,1
829,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1041,3,2,2143,4,N,13,3,8,2,5,2,0,4
830,32,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,859,2,3,6162,1,N,12,3,14,3,14,13,6,8
832,40,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,720,2,3,5094,6,N,14,3,10,6,1,0,0,0
833,30,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,946,2,4,6877,5,S,24,4,12,4,0,0,0,0
834,45,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,252,2,3,2274,1,N,14,3,1,3,1,0,0,0
836,42,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,933,3,2,4434,1,N,13,3,10,3,9,8,7,8
837,38,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Frequentemente,471,2,1,6288,2,N,15,3,13,3,4,3,1,2
838,34,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,702,2,4,2553,1,N,16,3,6,3,5,2,1,3
840,49,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1184,3,4,7654,1,N,18,3,9,3,9,8,7,7
842,55,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,436,3,4,5160,4,N,16,3,12,3,9,7,7,3
843,43,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,589,3,1,17159,6,N,24,4,22,3,4,1,1,0
